%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	h (m) - tide free	Anomalia de gravidade residual (mGal)
-23.92581502	-53.65715424	315.67200000	1.84056390
-23.92620302	-53.65626723	320.50200000	2.19342408
-23.92658903	-53.65538123	323.18200000	2.23271231
-23.92736604	-53.65360822	323.05100000	2.24249189
-23.92775304	-53.65272121	325.34100000	2.33411196
-23.92814104	-53.65183721	327.45000000	2.55658632
-23.92852905	-53.65094820	331.93000000	2.83401531
-23.92891705	-53.65006219	338.26900000	3.45162999
-23.92930606	-53.64917619	344.26900000	3.94470541
-23.92969206	-53.64829118	348.83900000	4.18725303
-23.93008006	-53.64740318	352.43800000	4.97205879
-23.93046707	-53.64651717	353.33800000	5.25343483
-23.93085607	-53.64563017	351.31700000	4.60388509
-23.93124308	-53.64474316	344.69700000	4.12428043
-23.93163208	-53.64385716	341.57700000	4.33246605
-23.93240509	-53.64208415	339.95600000	3.58291944
-23.93279310	-53.64119714	331.60600000	2.95981693
-23.93318110	-53.64031114	323.17500000	2.19864904
-23.93356811	-53.63942414	315.10500000	1.46064624
-23.93395711	-53.63853913	305.98400000	0.68895246
-23.93434312	-53.63765213	294.99400000	-0.20524169
-23.93473312	-53.63676312	296.77400000	0.61158830
-23.93512012	-53.63587612	307.40300000	0.63798843
-23.93550713	-53.63499011	312.38300000	1.04273143
-23.93589613	-53.63410511	311.86300000	1.18661500
-23.93667014	-53.63233110	320.74200000	2.09968075
-23.93705714	-53.63144509	330.74100000	2.44415522
-23.93744715	-53.63055808	337.42100000	2.90702369
-23.93783315	-53.62967108	334.92100000	2.70452842
-23.93822016	-53.62878407	329.95000000	2.00861082
-23.93861016	-53.62789907	323.56000000	1.55606761
-23.93899517	-53.62701107	317.96900000	1.09302082
-23.93938517	-53.62612206	314.02900000	0.67360171
-23.93977117	-53.62523706	321.53900000	1.25890974
-23.94015818	-53.62435005	332.42800000	2.45196833
-23.94054518	-53.62346404	341.36800000	2.70556862
-23.94093319	-53.62257904	344.18800000	2.88762490
-23.94170819	-53.62080503	339.57700000	2.31327410
-23.94209720	-53.61991702	343.66600000	3.09778691
-23.94248420	-53.61903002	351.54600000	3.31405938
-23.94287221	-53.61814501	339.30600000	2.59804256
-23.94326021	-53.61725701	329.61500000	1.16559406
-23.94364622	-53.61637000	323.48500000	0.62345613
-23.94403522	-53.61548500	315.21400000	0.73054959
-23.94442323	-53.61459900	310.72400000	-0.52009419
-23.94481023	-53.61370999	311.20400000	-0.43299216
-23.94529424	-53.61260198	313.40300000	-0.43913487
-23.94558524	-53.61193698	319.62300000	0.64258439
-23.94597324	-53.61105197	329.33300000	0.86849237
-23.94636125	-53.61016497	336.86200000	1.45133412
-23.94674725	-53.60927696	345.50200000	3.23559847
-23.94713525	-53.60838896	357.42100000	3.54018669
-23.94752226	-53.60750295	360.06100000	3.23764763
-23.94791126	-53.60661595	364.11100000	3.38637749
-23.94829827	-53.60572994	371.84000000	4.04845738
-23.94868427	-53.60484394	376.99000000	4.72460371
-23.94907327	-53.60395593	378.72000000	4.74059933
-23.94946128	-53.60306793	373.75900000	4.12795544
-23.94984628	-53.60218192	370.59900000	2.98550169
-23.95023429	-53.60129592	370.81800000	3.72107627
-23.95101130	-53.59952291	371.14800000	4.64521241
-23.95139730	-53.59863490	365.14700000	3.23021933
-23.95178431	-53.59774790	361.35700000	3.18619668
-23.95217031	-53.59686189	368.85600000	3.56144482
-23.95256031	-53.59597489	376.38600000	3.94247414
-23.95294932	-53.59508788	381.53600000	4.32472580
-23.95333332	-53.59420087	377.16500000	4.13324464
-23.95372133	-53.59331387	370.74500000	3.84498159
-23.95411033	-53.59242687	363.63500000	2.97613846
-23.95449634	-53.59154086	351.10400000	1.80566336
-23.95488534	-53.59065286	339.34400000	1.05210338
-23.95526435	-53.58978385	329.52300000	-0.10774960
-23.95566035	-53.58887885	326.83300000	-0.34966096
-23.95604636	-53.58799184	331.30300000	-0.12390750
-23.95643336	-53.58710484	335.70200000	0.13817609
-23.95682136	-53.58621683	336.63200000	0.81877576
-23.95720937	-53.58533183	334.86100000	-0.00543338
-23.95759437	-53.58444382	340.89100000	0.59185016
-23.95798438	-53.58355882	348.66100000	1.05182170
-23.95837138	-53.58267181	355.52000000	1.72211682
-23.95875838	-53.58178481	361.76000000	2.41883055
-23.95914439	-53.58089580	363.03000000	2.07281733
-23.95953239	-53.58000980	358.23900000	2.15078878
-23.95992040	-53.57912279	351.32900000	1.08952312
-23.96030840	-53.57823779	344.31800000	0.71514757
-23.96069541	-53.57734878	337.28800000	0.07684940
-23.96108141	-53.57646178	330.63800000	-0.66994142
-23.96146942	-53.57557377	324.85700000	-1.11403960
-23.96185642	-53.57468877	320.48700000	-1.37844646
-23.96224443	-53.57380076	318.11600000	-1.14501310
-23.96263243	-53.57291376	316.94600000	-1.90095807
-23.96301943	-53.57202875	313.59600000	-2.01060521
-23.96331044	-53.57136175	308.92500000	-2.70999275
-23.96388845	-53.57003974	295.81500000	-3.83719145
-23.96418245	-53.56936574	291.10500000	-4.06119607
-23.96447245	-53.56870174	281.47400000	-5.10598475
-23.96495746	-53.56759073	279.93400000	-5.24551069
-23.96534246	-53.56670473	283.89300000	-4.63401409
-23.96573147	-53.56581572	292.91300000	-3.75490957
-23.96611647	-53.56493071	301.46300000	-3.42550631
-23.96650447	-53.56404071	308.07200000	-2.22269487
-23.96689348	-53.56315770	312.47200000	-2.40087599
-23.96727948	-53.56227170	315.28200000	-1.93730942
-23.96766749	-53.56138069	316.57100000	-1.98320661
-23.96805249	-53.56049369	315.94100000	-1.93621626
-23.96882550	-53.55872068	322.68000000	-1.87503720
-23.96921750	-53.55783267	328.54000000	-1.31914465
-23.96960351	-53.55694767	334.57900000	0.82496881
-23.96998751	-53.55605966	340.71900000	-0.23201186
-23.97037951	-53.55517166	345.86800000	-0.00918985
-23.97076652	-53.55428765	348.65800000	0.23809159
-23.97115452	-53.55339765	344.99800000	0.60521442
-23.97153853	-53.55250864	341.16700000	-0.52870863
-23.97192853	-53.55162564	340.08700000	-0.60191098
-23.97231754	-53.55073563	337.73700000	-0.80563682
-23.97270354	-53.54984763	333.36600000	-1.20696529
-23.97308855	-53.54896062	327.92600000	-1.50812716
-23.97347755	-53.54807562	322.31500000	-2.10572283
-23.97386256	-53.54718861	320.82500000	-2.26087374
-23.97424956	-53.54630461	319.15500000	-1.84433371
-23.97463756	-53.54541360	315.07400000	-2.57804181
-23.97502457	-53.54452860	309.20400000	-2.09355466
-23.97541257	-53.54363959	302.10300000	-4.09996893
-23.97579958	-53.54275259	294.79300000	-4.77977098
-23.97618558	-53.54186558	287.72300000	-4.70192301
-23.97657359	-53.54097758	279.59200000	-5.90696265
-23.97695859	-53.54009358	273.10200000	-6.53959519
-23.97744660	-53.53898257	270.10100000	-6.67276440
-23.97812261	-53.53742756	271.33100000	-6.89672771
-23.97850561	-53.53654056	278.78000000	-6.06607663
-23.97889761	-53.53565655	286.23000000	-5.52071937
-23.97928462	-53.53476654	291.55000000	-5.17244382
-23.97967162	-53.53388054	297.44900000	-4.63889992
-23.98005863	-53.53299253	303.64900000	-4.12262901
-23.98044463	-53.53210553	309.66900000	-3.59726879
-23.98083063	-53.53121852	314.84800000	-3.15690129
-23.98121764	-53.53033452	318.90800000	-2.57748528
-23.98160464	-53.52944251	320.78700000	-2.62192389
-23.98237765	-53.52766750	319.20700000	-2.80217368
-23.98276766	-53.52678350	317.58600000	-2.96137909
-23.98315466	-53.52589649	316.36600000	-2.84384345
-23.98354266	-53.52500449	314.62500000	-3.12748540
-23.98393067	-53.52411848	311.07500000	-3.44164094
-23.98431567	-53.52323048	303.50500000	-4.12838592
-23.98470668	-53.52234447	296.07400000	-4.80119248
-23.98518268	-53.52123747	298.89400000	-4.48334625
-23.98547569	-53.52057346	303.88400000	-3.91348096
-23.98586369	-53.51968446	309.77300000	-3.59587669
-23.98624969	-53.51879345	313.70300000	-3.24451950
-23.98663470	-53.51790545	316.62200000	-2.92901301
-23.98702170	-53.51701844	320.27200000	-2.58256556
-23.98741371	-53.51613244	325.00200000	-2.11441863
-23.98779671	-53.51524643	328.39100000	-1.78903556
-23.98818371	-53.51435943	332.45100000	-1.63530173
-23.98856972	-53.51347042	335.24000000	-1.39627286
-23.98934473	-53.51169441	336.59000000	-1.34196808
-23.99012274	-53.50992140	335.04900000	-1.61259414
-23.99050774	-53.50903639	335.84900000	-1.50914683
-23.99089575	-53.50814739	333.82800000	-1.51929195
-23.99128175	-53.50725938	330.76800000	-2.12241553
-23.99166675	-53.50637338	322.41700000	-2.61510205
-23.99205176	-53.50548338	315.94700000	-3.46308459
-23.99244176	-53.50459737	328.55700000	-2.23098404
-23.99282777	-53.50370836	336.73600000	-1.40814280
-23.99321577	-53.50282036	341.37600000	-1.13733071
-23.99360378	-53.50193235	338.71600000	-1.22206448
-23.99398878	-53.50104535	332.12500000	-1.90873543
-23.99437578	-53.50016034	323.78500000	-2.64208813
-23.99485879	-53.49905234	320.18400000	-2.93291659
-23.99515279	-53.49838433	326.55400000	-2.42362873
-23.99592280	-53.49660932	339.94300000	-1.22539396
-23.99631280	-53.49572332	349.23300000	-0.53886815
-23.99669981	-53.49483531	357.46200000	0.18569085
-23.99708381	-53.49394631	366.68200000	2.12162213
-23.99747182	-53.49306030	374.17200000	2.08379115
-23.99785782	-53.49217229	380.18100000	2.17003787
-23.99824582	-53.49128529	381.95100000	2.43851130
-23.99863283	-53.49039829	378.38100000	2.22059243
-23.99897483	-53.48949328	372.62000000	1.59253113
-23.99918684	-53.48853527	371.70000000	1.55358123
-23.99939984	-53.48757927	369.65900000	1.46045363
-23.99960984	-53.48662326	376.13800000	3.48772434
-23.99982185	-53.48566625	383.06800000	2.34628264
-24.00003285	-53.48471025	386.78700000	2.72101325
-24.00024586	-53.48375424	381.82700000	2.71273765
-24.00045586	-53.48279624	376.58600000	2.11393403
-24.00066986	-53.48183923	372.21500000	2.16051093
-24.00088087	-53.48088322	367.46500000	1.25123215
-24.00109387	-53.47992622	360.40400000	0.74157237
-24.00130288	-53.47896921	352.34400000	0.03773992
-24.00156888	-53.47777621	341.47300000	-0.96233136
-24.00172689	-53.47705620	345.56200000	-0.60640509
-24.00193789	-53.47609919	354.98200000	0.10342495
-24.00214989	-53.47514419	364.10100000	1.14026047
-24.00236090	-53.47418518	370.03100000	1.48783989
-24.00257390	-53.47323017	368.49000000	1.29243109
-24.00278390	-53.47227217	362.29900000	0.89139299
-24.00299491	-53.47131616	353.87900000	0.10673522
-24.00320791	-53.47036116	345.79800000	-0.53269695
-24.00341992	-53.46940415	333.60800000	-1.51288443
-24.00363092	-53.46844815	326.39700000	-2.41965016
-24.00410593	-53.46629413	320.67600000	-3.12245151
-24.00426393	-53.46557813	327.96500000	-2.38460382
-24.00447694	-53.46461912	335.59500000	-1.73479948
-24.00468794	-53.46366511	344.23400000	-0.53114104
-24.00490094	-53.46270811	350.65300000	-0.39446709
-24.00511295	-53.46175110	352.99300000	-0.28282420
-24.00553596	-53.45983709	351.25200000	-0.16501814
-24.00574496	-53.45888308	348.35100000	-0.60940281
-24.00595797	-53.45792508	341.01000000	-1.30046903
-24.00616897	-53.45696707	335.83000000	-0.72216310
-24.00638097	-53.45601306	334.76900000	-1.88649219
-24.00659098	-53.45505506	336.93900000	-1.74379370
-24.00680298	-53.45409705	340.57800000	-0.95939013
-24.00701498	-53.45314204	351.90700000	-0.21263334
-24.00722599	-53.45218404	360.11700000	0.49520374
-24.00743699	-53.45122903	366.55600000	1.34470881
-24.00764699	-53.45027202	372.47600000	2.02331336
-24.00786000	-53.44931402	378.82500000	2.06968479
-24.00807200	-53.44835701	382.63400000	2.37482534
-24.00828301	-53.44740100	387.28400000	2.89147393
-24.00849401	-53.44644500	391.44300000	3.17806380
-24.00870501	-53.44548599	394.57300000	3.35359071
-24.00891802	-53.44452998	396.40200000	3.65499848
-24.00934002	-53.44261797	397.83100000	3.65846880
-24.00955203	-53.44165996	403.27000000	4.12155853
-24.00976303	-53.44070396	410.71000000	4.86283254
-24.00997403	-53.43974595	411.66900000	4.78872765
-24.01018504	-53.43879095	405.06800000	4.47892662
-24.01039704	-53.43783494	401.92800000	4.04400366
-24.01081905	-53.43592093	400.97700000	3.88422378
-24.01128006	-53.43509692	403.46600000	4.30563728
-24.01182606	-53.43431692	402.25600000	3.93483056
-24.01237307	-53.43353992	397.69600000	3.69592668
-24.01291707	-53.43275991	392.17600000	3.56344325
-24.01346508	-53.43198291	385.23600000	2.73007223
-24.01401108	-53.43120191	379.76600000	2.06756436
-24.01455608	-53.43042590	375.25500000	1.72855122
-24.01510209	-53.42964590	371.46500000	1.29419613
-24.01564809	-53.42886890	363.45500000	0.66472140
-24.01619510	-53.42808789	364.16500000	0.65526898
-24.01674110	-53.42730889	366.65500000	0.76929005
-24.01728711	-53.42653289	363.23500000	0.51759529
-24.01783511	-53.42575288	370.31500000	1.31523383
-24.01837912	-53.42497488	375.32400000	1.44487892
-24.01892612	-53.42419387	379.19400000	1.80127263
-24.01947313	-53.42341787	383.69400000	3.14764195
-24.02001813	-53.42263787	386.54400000	2.71086190
-24.02110914	-53.42107986	385.56400000	2.20372174
-24.02165614	-53.42030086	383.59400000	2.04154269
-24.02220215	-53.41952285	372.16300000	1.58106278
-24.02274815	-53.41874285	378.20300000	1.49015305
-24.02329516	-53.41796384	388.10300000	2.38632439
-24.02384016	-53.41718584	392.78300000	2.92288100
-24.02438816	-53.41640784	399.33300000	3.23966171
-24.02493417	-53.41562783	404.61300000	3.73916074
-24.02547917	-53.41484883	401.40300000	3.34396324
-24.02602518	-53.41406983	396.68200000	2.99348201
-24.02657118	-53.41329182	391.09200000	2.59704213
-24.02711819	-53.41251282	385.23200000	1.86744110
-24.02766319	-53.41173282	379.17200000	1.39335746
-24.02821020	-53.41095381	368.80200000	0.48071115
-24.02875620	-53.41017681	361.17200000	-0.24904661
-24.02930221	-53.40939781	346.66200000	-1.60035958
-24.03039422	-53.40784080	360.47100000	-0.31755705
-24.03094122	-53.40706080	367.32100000	0.57464142
-24.03148523	-53.40628079	371.50100000	0.66699746
-24.03203123	-53.40550279	370.52100000	0.69019645
-24.03257724	-53.40472478	367.69100000	0.49588262
-24.03312424	-53.40394678	356.59100000	-0.77608223
-24.03408025	-53.40258278	344.92000000	-2.05520027
-24.03476226	-53.40160877	346.44000000	-1.92950735
-24.03530626	-53.40082877	348.20000000	-1.92377752
-24.03585126	-53.40004876	348.47000000	-1.77507820
-24.03640027	-53.39927176	365.29000000	0.03550992
-24.03694727	-53.39849376	366.99900000	0.12857770
-24.03749128	-53.39771375	368.15900000	0.45377092
-24.03803728	-53.39693775	375.63900000	1.34462805
-24.03858528	-53.39615874	388.25900000	3.23506653
-24.03913329	-53.39537574	395.64900000	2.94109576
-24.03967729	-53.39459973	397.70900000	3.10141121
-24.04022330	-53.39381973	404.57900000	4.44203335
-24.04076830	-53.39303773	407.93800000	4.18321362
-24.04131430	-53.39226272	411.97800000	5.19528052
-24.04173931	-53.39139972	412.03800000	4.55372110
-24.04212731	-53.39050971	417.17800000	5.20416770
-24.04290232	-53.38873570	415.28700000	4.93751943
-24.04328733	-53.38784570	412.68600000	4.98343949
-24.04367633	-53.38695469	409.82600000	4.59615873
-24.04405834	-53.38606969	406.63600000	5.23038726
-24.04444734	-53.38518568	403.64500000	4.24182672
-24.04483134	-53.38429268	400.85500000	4.46295330
-24.04521835	-53.38340567	398.54500000	3.81979680
-24.04560535	-53.38251667	396.38400000	3.73941024
-24.04599336	-53.38163166	394.47400000	3.64496852
-24.04638236	-53.38074366	392.39300000	4.30765190
-24.04676437	-53.37985265	389.90300000	3.58075827
-24.04715137	-53.37896265	386.75300000	3.06387586
-24.04753838	-53.37807364	381.54200000	2.62549556
-24.04792938	-53.37717564	374.33200000	1.84221168
-24.04830639	-53.37629663	380.66200000	2.48053399
-24.04869439	-53.37541163	383.53100000	2.94783245
-24.04907939	-53.37452462	386.31100000	3.01772614
-24.04946540	-53.37363762	387.84000000	3.21735255
-24.04985040	-53.37274461	389.27000000	3.27254408
-24.05023741	-53.37185961	390.18000000	3.44886891
-24.05062641	-53.37096860	390.89900000	3.35808079
-24.05178542	-53.36830359	391.37800000	3.52818386
-24.05255843	-53.36653158	392.03700000	3.57338152
-24.05333044	-53.36475057	391.38700000	3.37469119
-24.05371545	-53.36386556	390.05600000	3.29230386
-24.05410145	-53.36297356	386.97600000	3.35362599
-24.05448545	-53.36208855	381.43500000	3.39106334
-24.05487246	-53.36119755	377.75500000	2.55529556
-24.05526146	-53.36031054	375.54500000	2.15083021
-24.05603447	-53.35853453	379.41400000	2.50056471
-24.05641948	-53.35764553	382.50400000	2.73767261
-24.05680748	-53.35675752	384.57300000	3.07653056
-24.05719048	-53.35586952	386.50300000	3.19061925
-24.05757649	-53.35498151	386.81200000	3.06057621
-24.05834850	-53.35320350	383.77200000	2.86036052
-24.05873350	-53.35231450	380.51100000	2.56543726
-24.05912351	-53.35142649	376.04100000	2.09275916
-24.05950851	-53.35053749	370.72000000	1.58731158
-24.05989352	-53.34965048	364.29000000	1.72357331
-24.06027852	-53.34876148	360.92000000	0.82103733
-24.06066953	-53.34787347	362.98900000	0.98056288
-24.06105353	-53.34698447	365.40900000	1.82036564
-24.06144053	-53.34609346	365.87900000	1.27659615
-24.06182754	-53.34520646	364.40800000	1.05396571
-24.06221154	-53.34431945	361.22800000	0.83077220
-24.06259855	-53.34342845	355.42700000	0.28954756
-24.06298055	-53.34254044	348.04700000	-0.34807434
-24.06336956	-53.34165244	337.83700000	-1.26556167
-24.06385056	-53.34054043	334.93600000	-1.57203185
-24.06414257	-53.33987343	340.48600000	-1.08621137
-24.06452857	-53.33898642	346.60600000	-0.36072984
-24.06491457	-53.33809942	351.24500000	0.08106872
-24.06529958	-53.33720941	354.48500000	0.91952950
-24.06568758	-53.33632241	355.72400000	0.58222299
-24.06645659	-53.33454440	354.23400000	0.46148926
-24.06684460	-53.33365539	351.11300000	0.18400354
-24.06723060	-53.33276639	347.23300000	0.85847112
-24.06761661	-53.33187738	342.59200000	-0.33634760
-24.06800361	-53.33098938	338.41200000	-1.22116120
-24.06838861	-53.33010037	333.79200000	-1.49750752
-24.06877362	-53.32921237	328.41100000	-2.44178150
-24.06916062	-53.32832336	321.36100000	-3.33712309
-24.06954763	-53.32743636	316.17100000	-3.42857307
-24.06993163	-53.32654735	312.73000000	-3.84144612
-24.07070464	-53.32477134	318.12900000	-3.17512239
-24.07108965	-53.32388034	322.53900000	-2.48914750
-24.07147565	-53.32299333	321.57900000	-2.62057038
-24.07186265	-53.32210533	326.70800000	-2.07715967
-24.07224766	-53.32121432	334.50800000	-1.07763714
-24.07263566	-53.32032732	340.26800000	-0.82134648
-24.07302067	-53.31943831	344.62700000	-0.16042475
-24.07340567	-53.31855131	348.48700000	0.01227371
-24.07379267	-53.31766130	351.49600000	0.18697648
-24.07417768	-53.31677230	353.18600000	0.38837651
-24.07456368	-53.31588529	352.34600000	0.66624208
-24.07494969	-53.31499629	349.29500000	-0.18099301
-24.07533569	-53.31410728	344.02500000	-0.53421558
-24.07572270	-53.31321828	339.24400000	-1.21500847
-24.07610770	-53.31232927	337.34400000	-1.40357132
-24.07649371	-53.31143927	337.53400000	-1.57179011
-24.07726471	-53.30966326	333.65300000	-1.92184968
-24.07765072	-53.30877425	330.00300000	-2.26487240
-24.07803672	-53.30788625	326.72200000	-2.90747675
-24.07842373	-53.30699824	321.43200000	-2.52302865
-24.07880873	-53.30610824	324.82100000	-3.06699667
-24.07919574	-53.30521923	328.52100000	-2.99925744
-24.07996775	-53.30344222	325.83000000	-3.22026532
-24.08035275	-53.30255222	320.09000000	-3.63430882
-24.08073775	-53.30166421	314.45000000	-4.12975191
-24.08112576	-53.30077621	310.24900000	-4.76996139
-24.08189477	-53.29900220	313.87800000	-4.75890357
-24.08228077	-53.29811219	312.85800000	-4.83307294
-24.08266678	-53.29722219	314.17800000	-4.55597481
-24.08305278	-53.29633418	311.81700000	-5.05199453
-24.08382479	-53.29455517	318.50600000	-4.48913775
-24.08421079	-53.29366617	313.27600000	-4.93869856
-24.08459680	-53.29277716	315.96600000	-4.56845470
-24.08498180	-53.29188916	317.36500000	-3.93270546
-24.08536981	-53.29099815	319.24500000	-4.17396110
-24.08575481	-53.29011015	325.47500000	-2.91171493
-24.08613981	-53.28922014	328.47400000	-2.51801645
-24.08652682	-53.28833313	335.72400000	-2.12653852
-24.08691282	-53.28744313	341.67300000	-1.42938525
-24.08729683	-53.28655512	348.90300000	-0.80975009
-24.08768383	-53.28566712	352.57300000	-0.49906066
-24.08806983	-53.28477611	356.68200000	-0.22097044
-24.08845684	-53.28388811	362.65200000	0.36039825
-24.08884084	-53.28300010	366.06200000	0.74109882
-24.08922785	-53.28210910	367.52100000	0.85014648
-24.08961285	-53.28122309	374.51100000	1.54677161
-24.08999785	-53.28033208	382.27000000	2.53332351
-24.09038286	-53.27944308	386.94000000	2.73070499
-24.09076986	-53.27855607	390.60000000	3.10118364
-24.09115587	-53.27766607	392.35900000	3.17883747
-24.09154187	-53.27677906	389.32900000	2.86578637
-24.09192587	-53.27588806	392.95800000	3.15410777
-24.09231088	-53.27500005	398.48800000	3.35756726
-24.09269688	-53.27411105	403.34800000	3.86143601
-24.09308389	-53.27322004	407.35700000	4.16201186
-24.09347089	-53.27233204	410.97700000	4.30630531
-24.09385489	-53.27144303	413.91700000	4.66566422
-24.09424090	-53.27055403	416.93600000	4.72730942
-24.09462790	-53.26966702	419.09600000	5.41671189
-24.09501391	-53.26877802	420.26500000	4.86966361
-24.09578592	-53.26699901	417.69500000	4.68726598
-24.09616992	-53.26610900	414.41400000	4.32479136
-24.09655593	-53.26522100	410.56400000	3.84184398
-24.09693993	-53.26433199	405.99400000	3.38083168
-24.09732693	-53.26344199	401.10300000	3.49930978
-24.09771294	-53.26255298	394.99300000	2.27486914
-24.09809694	-53.26166498	388.42200000	1.80868328
-24.09848495	-53.26077497	381.45200000	0.98816877
-24.09886895	-53.25988797	377.37200000	0.61875559
-24.09925596	-53.25899796	370.65100000	0.13355177
-24.09964096	-53.25810896	363.85100000	-0.92791471
-24.10002597	-53.25721995	369.52000000	0.11290379
-24.10041197	-53.25632995	375.47000000	0.45657021
-24.10079898	-53.25543794	386.18000000	1.47098609
-24.10118298	-53.25455294	394.08900000	3.58912099
-24.10156998	-53.25365793	401.10900000	2.84159616
-24.10195599	-53.25276992	407.37900000	3.27618198
-24.10234199	-53.25187892	412.79800000	3.86856849
-24.10272699	-53.25099091	417.08800000	4.04555848
-24.10311400	-53.25009991	420.35700000	4.29368537
-24.10350000	-53.24920890	422.49700000	4.45403567
-24.10465402	-53.24654589	420.82600000	4.27142731
-24.10504302	-53.24565088	417.43600000	4.01038316
-24.10542203	-53.24476288	412.96500000	3.98875616
-24.10581303	-53.24387287	408.07500000	3.22122855
-24.10619803	-53.24298587	402.95400000	2.76747486
-24.10658504	-53.24209286	397.08400000	2.25742393
-24.10697104	-53.24120186	390.88400000	1.47903908
-24.10735605	-53.24031385	385.52300000	0.64781171
-24.10774305	-53.23942485	379.58300000	0.31315340
-24.10812706	-53.23853585	375.64200000	-0.12804328
-24.10851406	-53.23764384	372.49200000	-0.61862329
-24.10890207	-53.23675884	368.85200000	-0.99185592
-24.10928607	-53.23586483	363.49100000	-1.69968595
-24.10967108	-53.23497583	353.94100000	-2.77827847
-24.11005608	-53.23408982	357.67100000	-2.25506119
-24.11043709	-53.23321382	359.22000000	-2.13968873
-24.11082409	-53.23232481	360.48000000	-2.16880699
-24.11197710	-53.22965780	357.53900000	-2.72704422
-24.11236411	-53.22876579	355.64800000	-3.03629265
-24.11313712	-53.22699078	352.65800000	-3.67528207
-24.11352212	-53.22609978	350.07700000	-3.76280452
-24.11390713	-53.22520977	345.65700000	-4.33335727
-24.11429113	-53.22432077	339.15600000	-5.24439310
-24.11467414	-53.22343076	330.64600000	-5.86949361
-24.11496414	-53.22276276	328.43600000	-6.21408733
-24.11544614	-53.22165375	335.96500000	-5.67704312
-24.11583415	-53.22076575	342.60500000	-4.79695383
-24.11621915	-53.21987674	348.61500000	-3.50019603
-24.11660316	-53.21898673	354.35400000	-3.39322216
-24.11698916	-53.21809673	358.88400000	-2.73741692
-24.11737216	-53.21720572	362.91300000	-2.12085909
-24.11776117	-53.21631672	366.59300000	-2.00306742
-24.11814517	-53.21542771	370.05300000	-1.45065419
-24.11853318	-53.21453871	373.04200000	-1.26823863
-24.11892018	-53.21364970	375.15200000	-1.03463692
-24.11930318	-53.21276070	376.76100000	-1.11600481
-24.11968719	-53.21186869	378.38100000	-0.84059432
-24.12007019	-53.21098369	380.68100000	-0.93417241
-24.12045920	-53.21009268	383.42000000	-0.28973581
-24.12084420	-53.20920368	385.64000000	-0.13163818
-24.12123021	-53.20831767	387.70000000	0.38584018
-24.12161421	-53.20742667	388.88900000	0.03767729
-24.12238522	-53.20564866	385.44800000	-0.33252554
-24.12277022	-53.20475865	381.79800000	-0.57851706
-24.12315323	-53.20386865	377.81800000	-1.13391575
-24.12354223	-53.20297964	373.52700000	-1.50332793
-24.12392824	-53.20208964	368.62700000	-1.95927750
-24.12431224	-53.20119863	363.22700000	-2.47503839
-24.12469625	-53.20030863	356.70600000	-2.86889860
-24.12508025	-53.19942262	349.90600000	-3.80768408
-24.12546726	-53.19853462	345.64500000	-3.37547876
-24.12584526	-53.19764161	341.08500000	-4.81487121
-24.12623827	-53.19675061	339.16500000	-5.20791669
-24.12662427	-53.19586160	350.79400000	-3.68949685
-24.12700927	-53.19497360	359.14400000	-2.80321599
-24.12739628	-53.19408159	364.61300000	-2.60793754
-24.12777928	-53.19319459	367.73300000	-2.42086134
-24.12816428	-53.19230358	369.71300000	-2.52080735
-24.12855029	-53.19141357	371.41200000	-2.39313815
-24.12970430	-53.18874656	370.02100000	-2.21905915
-24.13009231	-53.18785455	368.16100000	-2.02563074
-24.13047431	-53.18696955	366.33000000	-2.51445498
-24.13086432	-53.18607854	363.28000000	-2.31452126
-24.13124432	-53.18518854	363.78000000	-2.07686785
-24.13163332	-53.18430053	362.15900000	-3.08980771
-24.13201633	-53.18341053	354.50900000	-3.74426333
-24.13240133	-53.18252053	335.90900000	-5.60246647
-24.13278734	-53.18163152	333.96800000	-6.29437923
-24.13317534	-53.18074051	351.21800000	-4.44536631
-24.13355735	-53.17985151	362.50700000	-2.97440966
-24.13394135	-53.17896150	367.17700000	-1.93684809
-24.13432835	-53.17807050	369.31700000	-2.00072855
-24.13548537	-53.17540348	370.40600000	-2.14598623
-24.13586737	-53.17451548	369.21500000	-1.98731556
-24.13625538	-53.17362447	362.74500000	-2.82408853
-24.13664538	-53.17273347	353.58400000	-3.80079327
-24.13702439	-53.17184746	361.64400000	-3.26022975
-24.13741039	-53.17095946	369.21400000	-3.07302417
-24.13779439	-53.17006445	374.74300000	-2.49018014
-24.13818140	-53.16917745	379.79300000	-1.09875355
-24.13856540	-53.16828644	383.70200000	-0.68651733
-24.13894940	-53.16739744	386.16200000	-0.70935337
-24.13933641	-53.16650743	387.64200000	-0.09829113
-24.13972141	-53.16562042	387.94100000	-0.91500527
-24.14010642	-53.16472542	387.59100000	-1.13920388
-24.14087543	-53.16295041	383.38000000	-1.20004596
-24.14126243	-53.16206041	379.10000000	-2.19408203
-24.14164644	-53.16116940	374.73900000	-1.80073344
-24.14202944	-53.16027940	369.65900000	-2.89164978
-24.14241745	-53.15939139	364.65900000	-3.59140806
-24.14280445	-53.15850039	367.57800000	-2.82723717
-24.14318745	-53.15761138	372.95800000	-2.56687173
-24.14357146	-53.15672437	380.36800000	-0.95856955
-24.14395846	-53.15583237	384.98700000	-0.83940027
-24.14434247	-53.15494136	386.56700000	-0.62747064
