%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	h (m) - tide free	Anomalia de gravidade residual (mGal)
-24.38787959	-50.94079136	592.93400000	-3.68633128
-24.38326961	-50.93954132	664.40900000	2.15531801
-24.38066955	-50.93896134	770.08600000	12.97941528
-24.37993962	-50.93575126	827.52300000	18.93555396
-24.37752960	-50.93110126	854.53700000	24.79792298
-24.37783965	-50.92590121	868.02300000	26.05790835
-24.44169033	-50.78518039	851.36100000	19.90789972
-24.44584036	-50.78243030	906.53200000	26.59501558
-24.44931034	-50.78118031	927.01500000	26.32590597
-24.48275038	-50.81854074	888.64500000	21.20560517
-24.48146033	-50.82206082	871.80700000	20.39635625
-24.48530039	-50.82450079	849.70200000	18.92935123
-24.46827027	-50.82231076	948.66500000	30.51214499
-24.45883026	-50.81385058	959.76900000	34.56200570
-24.45500025	-50.81486064	919.92700000	31.14648504
-24.45459027	-50.81886062	893.66900000	30.85100961
-24.45231026	-50.81748059	895.25600000	29.38677018
-24.44818022	-50.81844060	866.39300000	25.93003756
-24.45276027	-50.81206063	914.71200000	29.61757887
-24.45141031	-50.79571045	941.48800000	27.68251046
-24.44670033	-50.79757040	953.65500000	29.01438921
-24.44391027	-50.79989048	947.54400000	29.11066804
-24.44198024	-50.80463046	905.80600000	25.97297986
-24.44268027	-50.80907056	908.89100000	27.49541675
-24.43990027	-50.79982045	941.92100000	29.52624405
-24.43622022	-50.79848044	920.17600000	27.49695020
-24.44510033	-50.79301045	919.01000000	26.24311553
-24.44359031	-50.78992037	894.86600000	23.74585986
-24.42193019	-50.79298031	819.69900000	18.83456483
-24.42578027	-50.79353038	828.90300000	20.54644001
-24.43034023	-50.79721042	819.52000000	19.24026484
-24.42486023	-50.79000033	796.66900000	16.69597806
-24.42941025	-50.78903030	761.79200000	12.34657788
-24.43365027	-50.78876034	784.20600000	13.06037713
-24.43778029	-50.78843036	815.63000000	16.59753814
-24.41682022	-50.78965026	765.91100000	13.02850246
-24.41330017	-50.79016031	751.35800000	12.57666634
-24.43746032	-50.77084017	823.03500000	15.13350694
-24.42371024	-50.78128022	807.67100000	17.30113498
-24.42077023	-50.77769023	853.15500000	20.04552340
-24.41803026	-50.78053020	822.49500000	17.23671009
-24.41414027	-50.78190017	820.41300000	17.73435981
-24.40941017	-50.78354026	798.06900000	16.65222883
-24.40632019	-50.78593019	779.59800000	15.09804079
-24.40523019	-50.78957024	756.23000000	12.58713363
-24.40367014	-50.78514021	815.57500000	19.02022475
-24.39961017	-50.78469015	785.84100000	14.31285587
-24.39681014	-50.78501020	748.76900000	11.29046856
-24.39336016	-50.78493014	745.78600000	11.12079212
-24.38938008	-50.78669018	711.76300000	6.40362690
-24.39888018	-50.78226012	745.72900000	9.71816883
-24.40062016	-50.78039017	727.85900000	7.64412291
-24.41773027	-50.77527014	846.97100000	19.30349160
-24.41472028	-50.77742021	788.61000000	14.90005225
-24.41410024	-50.77400013	816.74600000	17.04476264
-24.42077030	-50.77269014	842.36100000	18.30504904
-24.42465026	-50.77228013	857.27500000	19.89742514
-24.42674034	-50.76662016	860.01200000	19.37085109
-24.42979032	-50.76566013	843.33400000	16.73283228
-24.43324036	-50.76555017	860.03700000	18.54631410
-24.43637035	-50.76188013	874.37700000	18.65308100
-24.44064038	-50.76097019	876.49100000	19.09871476
-24.43984020	-50.81315060	839.61100000	20.68067735
-24.43716023	-50.81686057	865.96200000	23.63181924
-24.43218022	-50.81844053	889.64800000	25.47991513
-24.42805012	-50.82335055	872.14800000	24.76716944
-24.42483010	-50.82883067	820.03000000	20.97228724
-24.42129011	-50.83166063	797.60900000	18.54843313
-24.41272006	-50.83388062	768.48200000	17.60880227
-24.41519005	-50.82932058	810.49100000	21.42644742
-24.41818007	-50.82587061	796.42100000	19.61217284
-24.42099012	-50.82253052	820.37100000	20.80516200
-24.42349015	-50.81996053	849.08100000	22.82865574
-24.47128031	-50.80696059	972.38500000	32.95941752
-24.47046037	-50.80265054	874.36100000	23.85725850
-24.46958035	-50.79755052	855.09600000	20.08934970
-24.46874044	-50.79291054	837.22200000	16.64136788
-24.46797041	-50.78797043	833.54700000	16.26570807
-24.46803039	-50.78453044	832.14500000	15.62877583
-24.46367044	-50.78505047	864.62100000	19.06386116
-24.46024032	-50.79231050	984.30400000	31.47277527
-24.46216040	-50.78913048	929.15300000	25.34942377
-24.45110047	-50.75741020	893.76800000	19.75661599
-24.44787045	-50.75316012	912.14100000	21.21728976
-24.44511043	-50.74827011	895.80500000	18.52351051
-24.43817018	-50.83642069	810.45800000	20.57581743
-24.43377012	-50.83695070	813.04400000	21.87918517
-24.45752052	-50.75231013	887.75900000	18.76138506
-24.45452047	-50.74865013	901.37400000	18.72347375
-24.43318043	-50.73992994	892.24700000	16.46070924
-24.43013038	-50.74672001	836.96000000	10.55123864
-24.42500036	-50.75124005	825.22800000	11.19454487
-24.40666025	-50.76969005	720.11600000	4.19092528
-24.41270027	-50.76788010	741.83000000	7.80055219
-24.41715030	-50.76588007	754.87300000	7.51677211
-24.42033033	-50.76312007	745.41300000	6.54894495
-24.42154029	-50.76736017	776.50800000	11.03600333
-24.41596025	-50.76969014	779.68500000	12.13688236
-24.41848027	-50.77046017	836.25800000	17.94521753
-24.41376022	-50.77227018	776.32500000	13.00834398
-24.41081024	-50.76974012	756.48000000	8.36144294
-24.40163023	-50.77259008	765.02400000	9.48357844
-24.40079024	-50.77669015	747.16600000	9.22928070
-24.40302019	-50.77854012	732.37000000	7.71866851
-24.40339017	-50.77605013	723.31800000	6.82356622
-24.40692024	-50.77477010	751.52000000	9.65587675
-24.40541024	-50.77976013	745.25300000	10.24336013
-24.39729020	-50.77974009	721.81500000	6.51891017
-24.41729036	-50.75868003	790.44700000	8.89110119
-24.42358992	-50.89324116	877.85900000	18.63398695
-24.42614991	-50.89704119	881.57500000	18.01596164
-24.42927991	-50.89763113	845.59800000	15.30641235
-24.42200986	-50.89775112	885.59100000	19.49259041
-24.41952989	-50.90070117	897.07200000	20.59897576
-24.41644981	-50.90368116	895.11100000	22.23931848
-24.41318985	-50.90266119	850.55700000	18.17526828
-24.35186975	-50.85138052	791.69000000	22.37211695
-24.34900978	-50.84852044	852.07500000	28.36101772
-24.34596979	-50.84757047	880.46100000	30.79654189
-24.34200973	-50.84284042	840.56400000	24.14958898
-24.34297977	-50.84684041	872.61800000	28.34162387
-24.41571017	-50.79629035	779.09500000	16.81645482
-24.41161013	-50.79617028	789.28100000	17.21099284
-24.40022010	-50.81803041	740.51800000	16.05504032
-24.40041000	-50.82357049	740.46300000	14.32363188
-24.40304003	-50.82660051	789.46800000	20.71277592
-24.40131001	-50.82764051	756.88700000	16.71554459
-24.40312000	-50.83200053	753.79200000	16.17716776
-24.40570005	-50.83457065	748.85600000	16.27498648
-24.40955002	-50.83251063	751.72800000	16.67932854
-24.41003017	-50.80028036	777.25300000	15.83822067
-24.41344014	-50.80105037	775.06700000	16.62467744
-24.40901015	-50.80431038	771.85500000	16.06713809
-24.41183010	-50.80895040	817.80200000	21.66546794
-24.41489017	-50.81221046	806.41700000	20.11405259
-24.41756013	-50.81484044	866.65200000	27.64118097
-24.41905015	-50.80842040	783.55800000	18.63583591
-24.40784008	-50.80948043	809.46800000	20.24788749
-24.40448010	-50.81937048	763.73300000	16.69240638
-24.40579012	-50.82177053	751.68600000	16.18733159
-24.40818010	-50.81857044	783.51600000	18.31030767
-24.41299007	-50.81851050	838.66000000	23.76643410
-24.41108005	-50.82172049	840.37100000	23.73440093
-24.39514005	-50.82404044	744.12800000	15.35361772
-24.39256003	-50.82902052	753.47000000	17.80089670
-24.39167994	-50.83485054	767.40400000	18.86619282
-24.39610001	-50.83344052	749.77700000	16.11142147
-24.39948997	-50.83424055	774.79000000	18.50084809
-24.38700993	-50.84316055	826.66600000	24.86877780
-24.41963030	-50.76061010	786.78100000	9.13803952
-24.42372030	-50.75997009	758.45400000	6.40815360
-24.42593033	-50.76166012	804.68700000	12.15662481
-24.38662012	-50.79010015	738.66300000	11.53830766
-24.38899008	-50.79175022	770.12700000	13.50127957
-24.39860012	-50.79596029	773.09900000	15.02770029
-24.40159014	-50.79155027	732.79900000	10.77711799
-24.39788015	-50.79214020	760.85600000	14.43241899
-24.39488011	-50.79040022	724.11100000	9.56090632
-24.39817013	-50.78820023	717.23300000	8.52352102
-24.40167015	-50.79458032	759.31100000	13.51197619
-24.43769046	-50.74477998	856.74500000	14.02074766
-24.44025041	-50.74818003	849.50000000	14.89368371
-24.43758037	-50.75146004	826.96000000	11.74347834
-24.43353044	-50.75106006	771.11600000	5.98718319
-24.43484046	-50.74853003	809.28500000	9.53775520
-24.43840040	-50.74723001	847.90800000	13.06423409
-24.42960041	-50.75174005	772.53300000	4.85704003
-24.43077041	-50.74896999	820.60200000	10.39220662
-24.44260043	-50.75309008	888.03600000	17.88696214
-24.43714037	-50.75833012	842.11500000	15.37588096
-24.43591044	-50.75452006	763.70100000	6.12259390
-24.43475039	-50.75731009	793.65200000	10.64893195
-24.43192037	-50.75522010	805.44800000	10.54110408
-24.43320035	-50.75928014	843.12200000	15.62863806
-24.42993038	-50.75722007	798.75800000	11.05804259
-24.45153047	-50.74468008	900.19800000	18.00995230
-24.44873053	-50.74116003	907.10200000	18.80779419
-24.46619055	-50.74464008	816.71100000	9.63277220
-24.46307058	-50.74125013	809.02600000	7.49129233
-24.43812042	-50.73872995	868.30100000	13.88575318
-24.43896046	-50.74219998	823.95400000	8.15907779
-24.43996043	-50.75557009	828.89600000	12.73788075
-24.42503039	-50.74024989	875.54000000	14.64023435
-24.42398044	-50.73564985	816.17500000	6.54079130
-24.42061038	-50.73926987	890.77500000	15.15412843
-24.41535040	-50.73895991	875.70000000	14.33088710
-24.41925039	-50.74264988	834.74600000	10.11315527
-24.41632037	-50.75148995	813.63100000	9.12235404
-24.41761032	-50.74547997	795.26700000	6.84736414
-24.41427031	-50.74634993	815.00500000	9.35314491
-24.41252035	-50.73924989	882.39700000	14.38365417
-24.40829031	-50.73693987	879.75200000	15.43435699
-24.41107031	-50.74087992	841.29700000	11.93351307
-24.41174035	-50.74442995	847.59100000	12.74078866
-24.40900032	-50.74869989	836.81200000	12.24805678
-24.40639026	-50.75277993	809.00200000	11.04577488
-24.40867027	-50.75568995	768.14700000	6.84497488
-24.41313028	-50.75421003	797.87000000	8.38944097
-24.43108045	-50.73358987	864.67000000	11.02769374
-24.42771047	-50.73565994	833.84900000	8.52635924
-24.42489037	-50.74393994	841.67300000	11.83314125
-24.40474028	-50.75998004	746.37600000	6.25499880
-24.40370029	-50.76056006	747.36600000	5.40761650
-24.40002024	-50.76801008	755.02800000	7.93506442
-24.39507019	-50.76996008	732.19500000	5.95780768
-24.39235020	-50.76790003	786.89100000	11.76987293
-24.39008017	-50.76498995	833.24700000	17.69310702
-24.38709020	-50.76266995	826.54200000	15.35394343
-24.38779017	-50.76863002	835.35800000	17.39138638
-24.38867996	-50.84629063	805.74000000	21.70955014
-24.39034989	-50.84830060	849.39300000	27.12436833
-24.38420992	-50.84942067	776.39800000	18.18215755
-24.38717993	-50.84932061	815.29100000	23.12599917
-24.38965988	-50.85078064	872.90400000	29.39200270
-24.39204996	-50.84859067	881.60500000	29.82244023
-24.38786993	-50.85307062	873.71400000	29.76118969
-24.38685988	-50.85165066	814.89200000	22.12348818
-24.38033991	-50.85221068	760.54700000	16.78846412
-24.37857985	-50.85489063	788.13700000	19.72630296
-24.37719983	-50.85827068	763.64900000	17.27175240
-24.37988981	-50.85967069	765.10200000	18.64854829
-24.37516979	-50.86086065	761.31900000	16.99921546
-24.37245975	-50.87252080	805.39600000	22.81954801
-24.38125982	-50.87039077	823.72200000	22.84537969
-24.37863978	-50.86778072	822.55800000	22.99613141
-24.38009987	-50.86451070	795.20600000	20.75930232
-24.38251983	-50.86218070	786.00700000	20.22463452
-24.38558989	-50.85910072	806.70700000	21.66653006
-24.38761991	-50.85586073	841.41600000	25.34760740
-24.39001989	-50.85365067	840.22700000	26.05406702
-24.39305993	-50.85508070	793.74100000	19.72675597
-24.39201990	-50.85309068	788.45800000	19.80286162
-24.39300995	-50.84995068	810.27700000	21.74701293
-24.39058990	-50.86214078	849.70400000	25.13068832
-24.37626978	-50.86305067	816.05200000	24.74292388
-24.37939980	-50.86259074	803.62400000	22.09096748
-24.38374984	-50.86525074	812.57000000	21.43094366
-24.38367981	-50.86955079	845.89400000	24.43551241
-24.44903036	-50.76815022	905.06400000	23.48613633
-24.48030041	-50.81006071	876.24600000	21.28657720
-24.48093042	-50.80528062	901.35300000	24.09384196
-24.48173040	-50.80047061	947.70000000	29.53457135
-24.44948032	-50.79114044	917.62300000	25.64755408
-24.44785034	-50.78692040	926.48800000	25.96714005
-24.45453029	-50.79994051	931.07400000	27.87128275
-24.48982060	-50.76486035	825.82900000	10.13115139
-24.48816060	-50.76045028	874.49400000	13.92957966
-24.48662057	-50.75619030	868.59000000	14.42572503
-24.48511059	-50.75171029	819.59500000	7.74502565
-24.48343061	-50.74719017	786.70900000	4.26974683
-24.45867059	-50.73221001	757.57500000	-0.83149387
-24.45430052	-50.73720999	815.91500000	6.61872861
-24.45293051	-50.74167004	861.98700000	13.04427244
-24.44622046	-50.74532004	901.46300000	18.80555384
-24.45646048	-50.75381019	876.38000000	15.83984076
-24.45738054	-50.74649012	873.97500000	15.94609121
-24.46477054	-50.73780005	775.72500000	2.02760846
-24.46282056	-50.73201000	785.58800000	1.35547289
-24.45546026	-50.80694060	896.67100000	27.14866805
-24.38519011	-50.77161000	808.69800000	16.59217320
-24.38182017	-50.77542005	780.52700000	13.99780937
-24.38770017	-50.77465003	776.09200000	13.13449111
-24.38668011	-50.77844011	766.93400000	12.71813355
-24.38463016	-50.78142010	751.44500000	10.85080305
-24.39318016	-50.77347010	720.96600000	5.94158991
-24.38803010	-50.78068007	713.57700000	6.46057623
-24.38000009	-50.78129011	703.12000000	8.09951745
-24.37680009	-50.77779006	703.07500000	5.67213210
-24.37775016	-50.77237999	722.26100000	6.38483653
-24.37733011	-50.76651994	780.13600000	11.82560953
-24.38129019	-50.76308991	811.57700000	14.46998930
-24.37199014	-50.75860988	703.41500000	1.39871054
-24.37679018	-50.75725992	771.97800000	7.94713233
-24.38275023	-50.75785992	762.48400000	7.87001958
-24.36992013	-50.75611989	741.14100000	3.70546630
-24.36760013	-50.76030988	719.81200000	3.12577644
-24.37298017	-50.76368992	787.29000000	11.74476123
-24.40373027	-50.75637002	776.14300000	8.65509787
-24.40049026	-50.76030002	765.72300000	8.21287422
-24.39621021	-50.75945995	825.75800000	13.96076278
-24.39295018	-50.75991000	842.09500000	16.76975403
-24.39843027	-50.75654991	782.56800000	9.94165955
-24.39974024	-50.76466004	736.95600000	5.55821756
-24.40387032	-50.75156995	787.55900000	9.64851520
-24.40093028	-50.74892988	822.48400000	12.72104449
-24.40401035	-50.74608993	779.83500000	6.63825744
-24.36827013	-50.76325990	792.19500000	11.20077484
-24.36407008	-50.76135988	741.09000000	5.22203780
-24.36394012	-50.75664988	720.74600000	1.54547612
-24.36008008	-50.75883982	713.78400000	1.93763053
-24.35773011	-50.75462978	754.04900000	6.56388913
-24.35978012	-50.74990972	766.99700000	4.68922754
-24.36140015	-50.75437977	703.31200000	-0.86615940
-24.36529011	-50.75329981	748.30500000	3.21339174
-24.36851020	-50.75063984	776.95500000	5.39198710
-24.37122018	-50.74795975	791.66600000	7.01229967
-24.37395016	-50.74597979	815.46700000	8.34134634
-24.37766015	-50.74716976	830.15100000	10.34722056
-24.37670021	-50.75227988	721.87400000	0.35064078
-24.37312020	-50.75612983	720.49400000	2.58612533
-24.37415019	-50.76020987	784.69800000	11.03598933
-24.37927017	-50.75458989	814.72900000	11.05114428
-24.38226024	-50.75464989	808.12100000	11.28884047
-24.38044017	-50.75199983	834.89800000	12.88197684
-24.34100997	-50.76642983	729.28200000	5.98052739
-24.33779001	-50.76349974	715.96700000	4.58298019
-24.44716024	-50.82634069	856.71800000	26.80016804
-24.44453018	-50.82220061	830.40300000	21.47697389
-24.35453011	-50.75382978	725.06500000	1.46847439
-24.45713048	-50.76781029	820.90100000	13.30849137
-24.45733047	-50.76433026	821.02900000	12.26046625
-24.48378058	-50.75918035	831.55900000	10.76291475
-24.48026052	-50.75937031	772.29600000	3.87813017
-24.48134060	-50.75160025	782.20100000	3.31161223
-24.47760055	-50.75224026	762.83800000	2.26012468
-24.47556052	-50.75504025	789.88800000	4.97811977
-24.45392015	-50.85764094	771.08900000	7.30766720
-24.44305033	-50.77725033	835.17600000	17.58528382
-24.44668041	-50.77649027	885.49800000	22.29491921
-24.45983051	-50.73777002	838.45000000	9.06175613
-24.45617056	-50.73437997	768.00400000	0.15186124
-24.45261051	-50.73370003	807.51000000	4.89955230
-24.48589037	-50.81707077	886.92700000	22.27697974
-24.47660036	-50.81788077	901.98900000	24.00975203
-24.48887041	-50.82056081	878.71200000	19.71169831
-24.47323033	-50.80519062	959.35600000	31.08533471
-24.47669041	-50.80683066	953.87000000	31.27404379
-24.48486044	-50.80617069	851.82700000	18.38308511
-24.46360037	-50.79249050	909.06700000	23.64763890
-24.46478033	-50.79753057	888.66200000	22.91300379
-24.46581035	-50.80179053	875.89600000	22.91927399
-24.46684036	-50.80649056	910.03100000	28.26160174
-24.47316032	-50.83391083	845.80800000	15.82124229
-24.47294034	-50.82900083	865.92400000	19.27832253
-24.47272028	-50.82400075	866.64000000	21.23289823
-24.47248031	-50.81949076	910.15600000	26.84856058
-24.47237033	-50.81562065	963.54300000	32.51555727
-24.46954030	-50.83646090	849.63700000	17.01618834
-24.46595028	-50.83463085	861.09200000	20.77405246
-24.40260011	-50.80132033	793.89700000	18.23125016
-24.39602013	-50.80128033	784.57100000	16.39875570
-24.39639008	-50.80808032	758.01700000	14.74472187
-24.38249004	-50.79543019	720.24400000	9.80587795
-24.37871005	-50.79677024	706.76100000	7.61848055
-24.37501001	-50.79458022	718.07600000	9.00181245
-24.42649019	-50.81662048	835.05100000	21.41182079
-24.42966022	-50.81306054	860.21200000	23.27152554
-24.43263019	-50.80963054	883.60200000	26.04869009
-24.43575025	-50.80597049	889.25200000	24.85136318
-24.43899022	-50.80332049	906.54300000	26.40224210
-24.39623993	-50.85208075	769.04100000	17.13374537
-24.39949995	-50.84815071	769.55100000	17.59768661
-24.40301995	-50.84383068	774.93100000	18.65334968
-24.40592002	-50.84025062	786.77100000	20.29636452
-24.40877003	-50.83680065	746.08100000	15.78021319
-24.37547976	-50.86949078	799.93600000	21.18082350
-24.38807984	-50.86665083	826.42500000	22.82763226
-24.38723989	-50.86311074	835.32200000	23.44905385
-24.40540000	-50.84710066	790.71600000	20.91118646
-24.39998998	-50.84090062	752.08600000	17.54328352
-24.40220001	-50.83661056	776.46500000	19.36308143
-24.39045988	-50.85855075	833.02100000	23.87034200
-24.39625999	-50.84478063	773.05600000	17.53125559
-24.38328990	-50.85560068	816.53200000	23.75382287
-24.38824998	-50.83757057	764.42300000	18.20411040
-24.39154991	-50.84182064	801.31900000	21.13737462
-24.39641996	-50.83773055	790.47000000	20.28795953
-24.39694999	-50.82922054	730.46400000	13.91169978
-24.40641972	-50.92767133	839.79100000	17.48413201
-24.41669989	-50.88622099	838.83700000	17.02714659
-24.41502987	-50.89171112	827.31000000	15.56130492
-24.41354984	-50.89716110	833.48300000	16.19786943
-24.40940980	-50.90144114	903.31300000	23.76460447
-24.40831977	-50.90429115	949.19400000	29.38328626
-24.41298984	-50.90133115	854.95600000	19.65873426
-24.41842989	-50.88971107	834.58200000	16.66866275
-24.42009990	-50.88491105	863.75000000	19.23040307
-24.40307972	-50.90977118	938.76300000	29.54888559
-24.40113976	-50.91505121	924.01600000	28.09325344
-24.40025976	-50.91862124	923.62800000	27.79956652
-24.39690971	-50.92157122	846.89700000	19.22045381
-24.40492976	-50.91764123	915.67100000	26.63845097
-24.40218970	-50.92208130	893.05200000	23.80139266
-24.40262972	-50.92677134	842.29600000	16.89851267
-24.43245992	-50.89193113	799.76700000	9.44899989
-24.40591968	-50.94799148	613.15600000	-3.42878222
-24.40367968	-50.94083142	711.09900000	5.30365906
-24.40087970	-50.93960139	685.45500000	3.20482559
-24.39776966	-50.93559137	674.14900000	2.33930130
-24.39934968	-50.93108136	714.43700000	6.00251090
-24.39476970	-50.92769128	714.89000000	5.71005784
-24.39713970	-50.94022144	631.89200000	-1.65561070
-24.40060974	-50.90555108	959.72800000	33.00342807
-24.40590987	-50.89549107	915.86500000	25.81705758
-24.41168989	-50.89243104	833.50800000	18.57930644
-24.41873991	-50.89357115	853.81500000	17.51919261
-24.41729981	-50.90705118	940.99400000	25.29920727
-24.41356983	-50.90878122	937.80200000	25.99735181
-24.40858975	-50.91069115	928.78900000	27.35243505
-24.39122966	-50.91778117	918.99900000	29.72913310
-24.39374974	-50.91455112	930.09900000	30.60300061
-24.39759970	-50.91150117	919.88000000	28.55657338
-24.39179967	-50.92137121	881.97200000	23.68690904
-24.38818970	-50.91991117	907.60800000	27.94076960
-24.38271960	-50.92545116	875.97700000	25.95556996
-24.39375973	-50.92201123	849.05400000	19.40023390
-24.38459967	-50.92713122	876.31000000	24.36047408
-24.37528963	-50.91432106	902.63100000	31.48122716
-24.36998962	-50.91441110	844.68600000	27.12649283
-24.35191010	-50.75490975	708.05300000	-0.15512150
-24.34864006	-50.75789980	687.61300000	-0.77193125
-24.37448012	-50.77209003	753.19800000	9.08545794
-24.36967008	-50.77330996	702.30400000	4.90695430
-24.36781005	-50.77299993	730.61200000	6.85794413
-24.36530010	-50.77547999	703.81200000	4.25187297
-24.36636006	-50.76992999	743.82900000	7.58600211
-24.46185021	-50.83255075	922.71700000	29.38801968
-24.46431025	-50.82906073	905.93600000	26.81050377
-24.46876025	-50.83146079	925.31200000	26.66665040
-24.46847032	-50.82651080	945.39800000	30.93924719
-24.45740022	-50.84094088	822.82900000	15.17040611
-24.45668018	-50.85950100	774.68300000	5.99695926
-24.45882022	-50.84602092	792.67500000	11.11209519
-24.45956018	-50.84190090	803.05200000	11.41534008
-24.46040024	-50.83666077	848.22900000	17.96107376
-24.49447049	-50.79762065	839.37000000	14.71638917
-24.46665020	-50.85220099	820.17700000	10.81947888
-24.47042041	-50.77900043	797.35300000	11.80688283
-24.46754042	-50.77504032	791.34700000	9.39224954
-24.46440048	-50.77067037	812.47000000	10.51547102
-24.46202025	-50.84505092	807.67700000	11.47582888
-24.46296022	-50.84032083	821.86400000	15.06873662
-24.46404028	-50.83523082	869.50100000	20.19321132
-24.48067031	-50.82569077	855.15900000	18.01237417
-24.47685033	-50.82310072	889.44300000	21.52280118
-24.46224045	-50.77584040	813.52200000	15.80295521
-24.46485041	-50.78044044	816.78800000	13.56203455
-24.46012037	-50.78361036	888.05700000	21.91947568
-24.45846038	-50.77945031	925.90200000	24.23826931
-24.32829988	-50.77907991	720.67100000	6.81790080
-24.33182989	-50.77740990	714.72300000	6.71279442
-24.32935994	-50.77519984	710.01900000	5.21008952
-24.33059999	-50.77011978	741.12600000	9.20374441
-24.33374998	-50.76984983	715.36800000	5.80413462
-24.33997991	-50.79373999	739.99300000	11.78671621
-24.34416994	-50.79148002	773.78500000	15.26234019
-24.34957993	-50.79187999	828.96000000	19.29336149
-24.35422000	-50.79192003	829.75500000	19.27178213
-24.35706995	-50.79149004	844.41700000	20.34021537
-24.35946995	-50.79088006	838.82900000	19.80299434
-24.35860996	-50.78868000	811.09600000	16.39909034
-24.36093002	-50.78582008	740.28600000	10.02831160
-24.36530005	-50.78472006	733.09900000	11.19867987
-24.32191994	-50.76675972	829.15500000	15.30461017
-24.32670987	-50.78707996	706.50500000	7.00437032
-24.33704988	-50.80791017	783.35200000	16.17732265
-24.34085984	-50.80738018	787.57500000	16.96234529
-24.34326992	-50.80549009	806.17500000	19.07449325
-24.34411986	-50.80779018	811.39800000	19.69718620
-24.34813991	-50.80906018	830.46300000	21.90609413
-24.35182990	-50.80873019	881.90600000	27.48380916
-24.35222991	-50.80517019	859.04300000	25.11125469
-24.33284985	-50.81361015	775.22200000	15.66425538
-24.33622982	-50.81700023	793.74800000	18.48344684
-24.33396983	-50.81667021	764.77600000	17.39709360
-24.33704985	-50.81346019	737.36600000	13.69850314
-24.35703946	-50.94639133	534.09000000	-7.98787732
-24.40722007	-50.82854057	869.35300000	28.16724963
-24.37057006	-50.79213013	760.19000000	13.09299981
-24.36729004	-50.79583010	762.76000000	12.87364698
-24.37140998	-50.79845016	728.33600000	9.94203560
-24.36621003	-50.80121018	724.19300000	10.23055723
-24.36164995	-50.80094015	824.49900000	20.46940962
-24.36460997	-50.80760020	759.31700000	14.10079491
-24.35972998	-50.80809019	760.67300000	15.28375102
-24.46047050	-50.74922009	861.96000000	13.50012190
-24.46383050	-50.74572009	808.21000000	9.86846238
-24.46923059	-50.73970014	795.26000000	4.40868322
-24.44179022	-50.81787064	844.18700000	21.42783670
-24.48379050	-50.77566041	850.12200000	15.41537863
-24.48748053	-50.77297042	859.51400000	15.90431792
-24.48027051	-50.77139035	831.17600000	12.03602649
-24.47705047	-50.77338042	815.68400000	11.33333282
-24.33287948	-50.92700105	675.35200000	9.05718717
-24.33526944	-50.93234106	645.30800000	7.04698297
-24.33704946	-50.93677111	672.51400000	11.44960690
-24.33691944	-50.94280117	697.86800000	13.22545998
-24.47626041	-50.80195061	919.83600000	27.19950782
-24.38125020	-50.74490979	812.90300000	8.79597494
-24.38562022	-50.74350978	787.96600000	5.34356275
-24.38975027	-50.74212979	783.53800000	4.53819744
-24.40457034	-50.73539981	885.33700000	14.60964174
-24.40086031	-50.73639981	868.79400000	11.77124905
-24.39740032	-50.73904977	867.35300000	11.95270886
-24.39313025	-50.74166977	854.66100000	11.81422902
-24.39272025	-50.74671989	800.05500000	9.06243683
-24.39702029	-50.74233979	824.10500000	9.94417411
-24.39740032	-50.73904977	819.80300000	9.22730522
-24.40028029	-50.74195989	842.57800000	11.38503884
-24.39851027	-50.74613988	850.85000000	14.15491012
-24.39121027	-50.75082992	803.42700000	10.18104953
-24.38953019	-50.75492994	772.39800000	8.93081492
-24.39193022	-50.75865997	859.72400000	18.75329244
-24.39585029	-50.74920985	833.40000000	13.87446238
-24.38774026	-50.74787986	855.17100000	13.75785777
-24.47324061	-50.73510006	773.69000000	0.15020068
-24.46729060	-50.73226006	741.08300000	-3.40161139
-24.47115056	-50.73555007	786.77900000	1.23299250
-24.45692043	-50.77543037	884.40700000	20.67506607
-24.45481025	-50.82576070	945.12500000	32.78222483
-24.45700022	-50.82200067	923.52400000	31.32248651
-24.45942024	-50.81833065	929.24300000	31.25673765
-24.46156030	-50.81453066	967.85200000	34.26844203
-24.49121054	-50.78038049	848.33300000	16.05319086
-24.49521051	-50.78108052	875.42700000	19.04234539
-24.50023056	-50.78188050	841.20200000	13.76263308
-24.46054049	-50.74388006	821.76600000	8.36867852
-24.36852000	-50.80994028	802.61200000	19.24726920
-24.36923997	-50.81494033	808.22700000	20.32742579
-24.35186992	-50.81293025	855.83900000	27.17063784
-24.35539988	-50.80877018	828.91900000	22.62443489
-24.34871983	-50.81644026	857.74900000	26.05121126
-24.35137986	-50.81844021	830.43300000	25.49644790
-24.35568985	-50.82170026	763.43000000	16.27471032
-24.35888988	-50.81802024	779.38000000	17.33644733
-24.35396991	-50.81752023	785.07500000	18.88512568
-24.36007994	-50.82207035	769.93400000	17.32877705
-24.36268993	-50.81892031	748.95400000	14.55802075
-24.36518988	-50.82238039	802.29900000	21.24296350
-24.36853993	-50.82305033	805.52300000	22.37715327
-24.36943994	-50.81823035	826.83000000	23.08913125
-24.36536993	-50.81695026	777.12500000	17.81075053
-24.37921004	-50.79270017	716.06900000	8.66290247
-24.37519004	-50.79070011	702.80300000	7.01054080
-24.37382003	-50.78903013	738.91100000	10.89736550
