%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	Anomalia refinada de Bouguer (mGal) - zero tide
-26.31771667	-48.86422500	-32.92252491
-26.01943611	-48.75016389	-43.60743734
-26.87944444	-49.10833333	-35.42551766
-26.04638056	-48.85947778	-42.13733540
-26.97141667	-48.91453056	-52.95309857
-26.09114722	-48.86391111	-36.81768822
-26.47510278	-48.99072500	-28.12287832
-27.05951667	-48.89090000	-52.15740659
-26.35860556	-48.85910000	-33.98751389
-27.42047778	-48.70641111	-51.36048578
-26.47400000	-49.01446111	-28.56947786
-26.91972222	-49.06583333	-46.33077000
-26.41739167	-48.79057778	-29.10748466
-26.44918333	-48.97279722	-30.87935335
-26.20972222	-48.90722222	-33.41663652
-26.88611111	-49.09944444	-36.69365794
-26.20605000	-48.90996389	-33.98585666
-26.40410556	-48.95993611	-38.17108746
-26.82067500	-48.68294167	-34.88775342
-26.11205278	-48.87522222	-34.14927853
-27.29052222	-48.89197778	-56.65910315
-26.47911944	-49.03440000	-27.55336460
-26.47743889	-49.04199167	-28.02127388
-27.32522500	-48.88698889	-51.84221008
-26.16521944	-48.90719444	-33.98365353
-26.88240833	-49.10218611	-36.06558002
-27.11797500	-48.90932778	-52.10672655
-26.20334167	-48.91408611	-34.04980747
-27.28499444	-48.90897778	-59.15123991
-26.40586667	-48.80061667	-31.28991701
-26.47418611	-49.00301389	-28.57855243
-26.88475278	-49.12360278	-35.69617438
-27.25224444	-48.62193889	-42.82395403
-26.89296111	-49.12640000	-38.31508459
-26.42472222	-48.97444444	-35.56379791
-26.88361111	-49.14638889	-39.32787254
-27.42504722	-48.57296667	-38.57010629
-27.37868889	-48.53502500	-36.38954165
-27.44741111	-48.53156944	-35.94694824
-26.47891944	-49.05470000	-29.30593722
-26.86666667	-49.14500000	-37.93255379
-27.32477500	-48.58582778	-43.47150714
-27.32389722	-48.53946944	-38.41615917
-26.27980556	-48.89072222	-32.15616647
-27.36380556	-48.55618056	-40.77176145
-26.87204722	-49.14195556	-38.01473001
-26.14169722	-48.90343889	-34.00785493
-26.88250000	-49.14166667	-38.77363573
-27.35200556	-48.90098056	-56.44645153
-26.49719722	-49.08800833	-28.27202911
-26.47398889	-49.02166389	-28.58118163
-26.18394722	-48.91041944	-33.23979244
-26.02813056	-48.85554444	-41.75506135
-26.48617500	-49.07767500	-27.47244882
-27.42581389	-48.59293889	-40.59025785
-26.25990556	-48.90398611	-33.32436229
-26.33603611	-48.85951667	-33.05942837
-26.90137778	-49.14643333	-39.86756547
-26.20223697	-48.91686196	-33.89508098
-26.48359722	-49.08150833	-26.62204365
-26.24451111	-48.91020833	-33.09139197
-26.12861944	-48.88860556	-34.28681109
-27.36436389	-48.53610000	-37.87386864
-27.34810556	-48.59865833	-43.39126568
-26.48638889	-49.08307222	-27.27647274
-26.87644167	-49.11973611	-34.55745478
-27.07493889	-48.90622222	-51.47881298
-27.27431667	-48.86866389	-57.14675541
-27.39983056	-48.60383333	-43.02340191
-26.91888889	-49.08861111	-44.05991447
-26.87940556	-49.17137778	-39.21268681
-27.40063889	-48.56388333	-38.78883881
-26.51055556	-49.11375833	-30.19633810
-26.85077500	-49.15147222	-37.40154146
-26.87522222	-49.18941667	-39.40930999
-27.49213333	-48.71962778	-39.21131583
-26.51009167	-49.11002222	-29.47243465
-26.85201389	-49.15072222	-38.09719423
-27.35641389	-48.69756944	-53.32358758
-26.88868056	-49.19004444	-39.23415134
-27.39406944	-48.93478889	-62.55229488
-26.52503056	-49.13097778	-31.72080544
-26.02869444	-48.86057222	-42.28631057
-26.52587222	-49.13119167	-31.98165125
-26.83255000	-49.16313611	-36.67712839
-26.54552778	-49.13418056	-31.27956213
-27.30728333	-48.71902778	-47.71500060
-26.83805000	-49.16483889	-38.17687830
-27.44657500	-48.72060556	-43.51336452
-26.80823333	-49.16509722	-36.79850341
-26.81879444	-49.16390000	-35.92167471
-27.00001944	-48.88184722	-57.73572125
-26.55113889	-49.13283056	-31.40755338
-27.14492222	-48.89968611	-58.42562506
-27.30473611	-48.86213333	-46.83562917
-26.22711944	-48.91663889	-33.88408349
-26.79576667	-49.16521667	-37.65698324
-26.78954722	-49.16652778	-37.98547108
-26.56801111	-49.13511389	-31.96507944
-27.42881667	-48.97190000	-68.09842016
-26.57698056	-49.13898056	-32.69031699
-26.77361111	-49.16888889	-37.71363554
-27.35296944	-48.69862500	-53.11382936
-27.38796944	-48.88926111	-61.60493744
-27.39779167	-48.70316111	-52.75601108
-26.76391667	-49.16912222	-37.82244903
-27.44252222	-48.76049444	-43.49344591
-27.36617222	-48.72813889	-46.95948090
-26.88694722	-49.16532500	-38.24448148
-27.30719722	-48.79964722	-46.89320416
-26.59016944	-49.14050556	-31.95935300
-27.47174722	-48.75769167	-42.27093425
-26.74361111	-49.17472222	-37.31892610
-27.41286667	-48.71853333	-45.55123994
-26.73755556	-49.17658333	-36.48002148
-26.89561111	-49.23255556	-43.36845451
-25.98836667	-48.88385000	-46.43801254
-26.72671111	-49.17317222	-34.93881742
-26.87138889	-49.23055556	-41.18472141
-26.89472222	-49.23305556	-43.30820814
-26.88661667	-49.21751111	-40.75709898
-27.05120556	-48.60031389	-44.06104592
-26.87081667	-49.25131667	-40.45126308
-27.30103611	-48.94793333	-57.87588789
-26.89795833	-49.23731944	-43.66066568
-26.60366389	-49.14309444	-33.76641710
-26.89833333	-49.23166667	-43.66158016
-26.85167778	-49.26290556	-39.06084910
-26.75305556	-49.17361111	-37.97525321
-26.86983056	-49.20150833	-39.41475497
-27.37411667	-48.91875833	-55.91142971
-26.70666667	-49.16444444	-35.05503247
-27.26934722	-48.93367222	-63.68364513
-26.82202222	-49.27775278	-37.75260124
-26.83472222	-49.26444444	-39.06719547
-26.82333333	-49.27194444	-38.36103596
-26.88361111	-49.24666667	-41.37559343
-26.90885000	-49.25266667	-44.94050234
-26.82527778	-49.27166667	-38.62371357
-26.69793056	-49.16073611	-35.16031197
-26.91302500	-49.26041667	-44.84785268
-26.82551111	-49.30286667	-37.83696727
-26.93146389	-49.28129722	-47.84474653
-26.61254167	-49.14217500	-35.30480310
-26.68753611	-49.15113333	-36.81031543
-27.03544444	-48.60094722	-43.13772626
-26.95358889	-49.28688056	-51.28850728
-26.83015278	-49.32475278	-38.43151791
-26.89722222	-49.23416667	-44.23273374
-26.82388889	-49.27722222	-38.48214457
-26.94101667	-49.29362222	-48.82327115
-26.00595556	-48.86665278	-44.75362345
-26.92114167	-49.28248056	-46.36535270
-26.68047500	-49.14678333	-37.38181867
-26.96255833	-49.33037222	-52.91018458
-26.96551389	-49.32350000	-53.20044151
-27.48206667	-48.79805556	-41.99517048
-26.89990000	-49.26658889	-43.12551870
-26.95833333	-49.37833333	-51.72325502
-26.61738611	-49.14191944	-36.49457200
-26.95916667	-49.37585556	-52.47850964
-26.95138889	-49.35500000	-51.01588707
-26.95508611	-49.31418333	-50.96177915
-26.94888889	-49.31472222	-47.69298869
-26.96215556	-49.35489722	-53.91680579
-26.93527778	-49.36916667	-48.88544101
-26.98011111	-49.37093889	-57.54944641
-27.00278889	-49.37507778	-57.77828598
-26.91861111	-49.36555556	-46.55008051
-27.00105833	-49.37505278	-57.88256117
-27.31343333	-48.98372222	-63.76590582
-26.92082222	-49.26502778	-46.38022586
-27.02554167	-49.37638333	-57.81416724
-26.92555556	-49.36972222	-47.33364013
-26.81988333	-49.34432222	-41.31566546
-27.02630278	-49.37708333	-57.97931434
-27.03624167	-49.39019444	-58.13491141
-27.31302778	-48.56570556	-41.52850927
-27.04866389	-49.39115000	-58.18314494
-26.95611111	-49.37527778	-52.60765791
-27.39840833	-48.98044444	-67.93870933
-27.06455556	-49.39966389	-59.16356800
-27.05416944	-49.38990000	-58.56243460
-27.06047177	-49.41202380	-58.15467665
-27.07404167	-49.42377500	-59.16143800
-27.07373611	-49.42342222	-59.37370656
-26.95111111	-49.07722222	-57.39004018
-27.16341389	-48.89170000	-60.04205684
-27.32333056	-49.03075556	-65.51136075
-26.92312222	-49.36690556	-46.90008602
-27.48451389	-48.53005833	-31.98043688
-27.08368056	-49.44629722	-59.36926292
-27.09909167	-49.45917778	-61.01076149
-27.07713333	-48.62138889	-45.88540865
-27.10454167	-49.45658611	-61.20977872
-27.07669444	-48.62116667	-45.84085046
-27.07899167	-49.43542500	-59.28597714
-26.90934167	-49.06275000	-44.49642779
-26.69589167	-48.88592778	-29.05686012
-27.08305556	-49.48194444	-60.09186396
-26.80083333	-49.35888889	-40.48725533
-26.66990278	-49.14156389	-38.30728773
-26.78510833	-49.36481667	-39.42300515
-26.77638889	-49.37333333	-38.15327549
-27.05916667	-49.50861111	-56.55326484
-27.01942222	-48.58450278	-44.27107799
-27.05360000	-49.51516111	-58.31321931
-27.05305556	-49.51666667	-58.23600217
-27.05777778	-49.51888889	-57.71769210
-27.05444444	-49.51472222	-57.94074232
-27.25228611	-48.92086944	-62.88377410
-27.07959444	-49.49962500	-59.59335951
-27.44173056	-48.81400278	-51.19368111
-27.08336944	-49.52102222	-59.84628714
-27.16276716	-48.53397832	-41.19057436
-27.17131111	-48.89520833	-59.35830119
-26.62761944	-49.13955000	-36.63227018
-27.47144167	-48.96979444	-67.43255758
-27.22758611	-48.91165000	-61.79376375
-27.10890833	-48.79085278	-54.96600591
-27.20916111	-48.89732778	-61.03058887
-27.35345556	-49.05911944	-72.35158544
-27.35102222	-48.83684444	-52.67272411
-27.34659722	-49.02466389	-65.32358141
-27.49695556	-49.01788333	-73.12073672
-27.32454167	-48.78641944	-51.67803229
-27.18114167	-48.89434722	-59.17730525
-26.64837222	-49.13931389	-34.43468752
-26.64082500	-49.14101111	-34.29696381
-27.35054444	-49.08715556	-72.31719888
-26.55051111	-49.27333611	-51.51328871
-27.09781111	-49.53033889	-62.62128628
-27.34577778	-48.98361667	-61.38975037
-27.33591667	-48.80455000	-52.42818007
-27.11020556	-49.46059444	-60.58375617
-27.15123333	-49.53075000	-63.22398942
-27.13398333	-49.54005556	-64.65786657
-27.17658611	-49.54575833	-62.55457834
-27.39583333	-49.01734444	-73.88951020
-27.17602500	-49.56760000	-61.01076999
-27.20320833	-49.62042778	-62.67669072
-27.20545278	-49.62995000	-63.13865905
-27.17497222	-49.59067778	-60.68944977
-27.25333333	-49.69083333	-59.06127263
-27.24061389	-49.64143333	-64.28923070
-27.21630278	-49.64531111	-63.62958514
-27.40531111	-48.85896667	-56.90212190
-27.26326944	-49.72349167	-56.40407313
-27.22138889	-49.65916667	-63.39258732
-27.19055278	-49.59514167	-61.34880097
-27.27513333	-49.74292778	-54.57184006
-27.21562778	-49.64351667	-63.52573627
-27.21527778	-49.64083333	-63.15845473
-27.23616389	-49.68000833	-62.40138364
-27.25166667	-49.70134722	-58.29399328
-27.26527778	-49.65500000	-63.27582604
-27.16972222	-49.56777778	-60.92386708
-27.29678889	-49.64649722	-64.31163944
-27.31426111	-49.63756944	-65.37814036
-27.26486111	-49.71206389	-56.83921817
-27.30111111	-49.79777778	-54.76933862
-27.16222222	-53.70333333	-68.55467044
-27.29949722	-49.79074444	-54.94158126
-27.18859722	-49.61201667	-62.14109358
-27.33526944	-49.61922222	-67.97411383
-27.30916667	-49.79638889	-54.77980874
-27.14755278	-49.55491389	-64.52896357
-27.35005833	-49.61449444	-68.36526109
-27.28513889	-49.76818333	-54.59336249
-27.29124722	-49.78247500	-54.34467488
-27.25805556	-49.93416667	-50.80408797
-27.25847500	-49.93446389	-50.30338043
-27.26055556	-49.93333333	-51.54937657
-27.20500000	-49.64777778	-63.61186358
-27.28694444	-49.79361111	-54.05235380
-27.25758333	-49.93118056	-51.37455930
-27.36780833	-49.61416667	-68.13421660
-27.39334167	-49.60339444	-66.70885468
-27.13361111	-53.70555556	-69.14099193
-27.26666667	-49.71111111	-57.29460224
-27.25027778	-49.99194444	-50.56479969
-27.36984722	-48.77459167	-48.88344250
-27.15083611	-49.12880556	-63.77584227
-27.26678056	-49.87988056	-51.59179008
-27.17156389	-49.58546389	-60.68346459
-27.13270556	-49.50661389	-63.88180184
-27.26497478	-49.88490489	-51.33213556
-27.45828056	-49.57635278	-60.71959651
-27.44111111	-49.59888889	-63.87674971
-27.25964167	-49.91942500	-51.06977940
-27.37986944	-48.78700556	-50.48711491
-27.44207778	-48.94470556	-65.60795951
-27.49081389	-49.57588333	-55.19066772
-27.13929722	-49.51393611	-63.83221375
-27.25194444	-50.02000000	-51.65943505
-27.26111111	-49.90055556	-49.74129944
-27.25015278	-49.96138333	-49.64911972
-27.11333333	-49.52972222	-63.25488481
-27.27045833	-49.86148889	-52.41872469
-27.12162222	-49.48699167	-62.67582009
-27.28333333	-49.81533333	-54.39530338
-27.25582778	-50.04270000	-54.65848815
-27.11013889	-49.48194722	-62.27781619
-27.27753333	-49.83850556	-54.15700183
-27.29382500	-49.36618333	-57.21058426
-27.40926389	-48.79491944	-48.33726590
-27.40598333	-49.04981111	-72.15414282
-27.08416667	-53.66472222	-72.65497195
-27.47359167	-48.84773611	-50.15349261
-27.47414167	-49.27180556	-65.67231860
-27.45410000	-49.87086944	-68.78752053
-27.05361111	-53.60111111	-71.56324865
-26.88520278	-49.62528333	-56.11296963
-27.43475556	-49.02842500	-72.15381262
-27.43814722	-49.10567778	-72.40992897
-26.86138889	-53.49666667	-72.07820446
-26.82222222	-53.50111111	-74.77395954
-27.43106944	-49.06366944	-72.97585552
-27.03638889	-53.57861111	-71.28474376
-26.98927778	-53.53588889	-69.68527289
-26.92967222	-53.49941389	-68.54446203
-27.27403889	-50.06287778	-60.75056338
-27.40990556	-49.10242222	-73.63069830
-27.48366389	-49.06632500	-68.59068302
-27.05246667	-49.96163333	-52.87025652
-27.40765556	-49.13263611	-70.20570089
-27.46448889	-49.23695000	-62.76047265
-27.43920000	-49.13986944	-69.08416862
-27.28765000	-50.07768056	-64.13961811
-27.47188611	-49.10681944	-71.23461004
-26.74555556	-53.51916667	-76.08602371
-26.67772222	-53.51552778	-77.31993789
-26.76105556	-53.50025000	-76.50098336
-27.45168889	-48.89090000	-61.75290570
-26.63658333	-53.51869444	-79.89689444
-26.59944444	-53.51944444	-81.39709401
-26.78848889	-53.50679444	-73.38780540
-27.11173333	-50.21042778	-62.32293636
-27.45987500	-48.90612222	-62.68720658
-27.40223333	-49.18196667	-59.26504073
-27.47101667	-49.18045833	-62.12679146
-26.36669444	-53.53052778	-76.82900671
-26.42200000	-53.52519444	-79.21398219
-27.48980000	-49.13572222	-62.25644747
-27.44161944	-49.18004167	-60.77459780
-26.54250000	-53.51863889	-84.43088138
-27.30194444	-50.07638889	-68.11428965
-26.50005278	-53.50603333	-83.69988397
-27.47641944	-48.91734167	-64.32681477
-27.42556667	-49.22814167	-60.11340865
-26.26388889	-53.60666667	-75.33695538
-26.61115833	-49.53088889	-53.14505654
-27.47227778	-50.35296389	-74.08919830
-27.43999911	-50.17359639	-72.80143979
-27.44388889	-50.26611111	-74.75843783
-26.27944444	-53.58530556	-75.77395633
-27.48004444	-50.36959722	-75.22810113
-27.36042222	-50.13408056	-71.70288003
-27.46002500	-50.12319722	-70.87997747
-27.41001944	-50.12730556	-71.28204281
-27.44426389	-50.15754444	-72.11205037
-27.43611111	-50.19861111	-74.31404614
-27.48455556	-50.37975000	-76.40320213
-27.30736389	-50.11252222	-70.32628040
-27.48542778	-50.37893611	-76.28594814
-27.30782500	-50.13374444	-71.52271143
-27.38551389	-50.13409444	-72.36189992
-27.44873611	-50.24318889	-74.49411621
-27.30335278	-50.08724444	-69.30167720
-27.47527778	-50.32166667	-74.59254101
-27.45461111	-50.39422500	-79.44723975
-27.47554722	-50.33547500	-73.90576921
-27.44305556	-50.41250000	-81.91341853
-27.47711667	-50.14164722	-72.76085722
-27.49369722	-50.12422500	-72.58832251
-27.33472222	-50.13277778	-71.67099327
-27.46364444	-50.31040000	-74.04985478
-27.45350000	-50.14149722	-68.56044005
-27.48291667	-50.11879722	-71.70228853
-27.47111111	-50.38000000	-77.70070371
-27.45361111	-50.27750000	-75.21508072
-27.46068611	-50.29418333	-74.28384645
-27.44279444	-50.21921111	-74.57634568
-27.48555000	-50.12138333	-71.42271800
-27.48554167	-50.12583611	-72.18730135
-27.43535278	-50.12332222	-70.92880256
-27.43361111	-50.42694444	-82.83111829
-27.43027778	-50.44611111	-83.11292667
-27.42765833	-50.46052500	-83.80749354
-26.47888889	-49.06416667	21.53238451
-26.50361111	-49.09055556	-29.50644134
-27.16750000	-53.68638889	-67.55970340
-27.17000000	-53.69222222	-68.17820556
-27.19916667	-53.45861111	-60.03334425
-27.22111111	-53.65000000	-65.10227571
-27.20861111	-53.55222222	-59.75304611
-27.21305556	-53.28805556	-63.94319642
-27.21138889	-53.61611111	-62.04888673
-27.19888889	-53.60194444	-61.78193521
-27.31881667	-53.66274722	-67.77663661
-27.18250000	-53.42361111	-61.27451730
-27.16407466	-53.40566771	-61.55738637
-27.48909444	-54.06191667	-44.15248413
-27.34493056	-53.61441389	-62.39072384
-27.21222222	-53.33138889	-61.68056489
-27.38631667	-53.85830556	-56.16398410
-27.20972222	-53.36111111	-59.79044585
-27.49631667	-54.11719444	-41.01549820
-27.34576111	-53.71663611	-66.95554414
-27.41076111	-53.90358333	-51.67204274
-27.39020556	-53.80580278	-57.49175579
-27.46881667	-53.92441667	-45.93889131
-27.20333333	-53.38111111	-60.26261784
-27.43270556	-53.94969444	-48.69569271
-27.49437222	-53.88775000	-44.73006586
-27.48909722	-53.68496944	-53.09778432
-27.35853889	-53.76635833	-62.79102286
-27.36993056	-53.51191389	-54.04776932
-27.44104167	-53.70774722	-54.93321624
-27.39465000	-53.73413611	-60.59287552
-27.35270833	-53.56163611	-56.13246527
-27.40048611	-53.46802500	-53.33548156
-23.06440000	-54.18970000	-80.79788569
-22.86390000	-53.34580000	-91.03525165
-23.93750000	-54.28970000	-58.76962528
-23.47060000	-54.05280000	-64.60470534
-25.55190000	-54.47330000	-52.21808025
-22.50930000	-48.55790000	-90.59577678
-22.59680000	-48.80030000	-85.57915747
-22.54490000	-48.59280000	-95.12895457
-22.52450000	-48.87490000	-82.98119795
-22.50050000	-48.71330000	-96.13968134
-25.84194444	-48.54313611	-25.42602006
-25.41036667	-49.25564444	-41.86656234
-25.86010405	-50.39740044	-81.68449075
-26.16224162	-51.53731152	-81.88062304
-26.41654200	-52.34933488	-78.05379626
-26.05936523	-53.06534271	-93.23837340
-24.77996477	-53.72468129	-48.37171640
-25.42457192	-52.41213573	-106.63712391
-25.35460048	-51.46630669	-90.85692004
-25.09538668	-50.10513781	-63.30958936
-24.24189091	-49.70482199	-70.54870917
-23.50528046	-49.94635931	-81.23222380
-24.20168786	-50.93253661	-70.68678189
-23.32271266	-51.20215014	-89.14268879
-24.42065633	-52.12247833	-85.22401500
-24.16469154	-53.03294934	-65.15765782
-24.08106214	-54.26178488	-45.77569556
-22.50034242	-50.16910145	-95.39690236
-22.50021444	-50.16061739	-93.53716858
-22.50056345	-50.15972138	-93.80646102
-22.50091245	-50.15882438	-93.73980731
-22.50126146	-50.15792837	-92.59378514
-22.50195947	-50.15613636	-92.13516956
-22.50230847	-50.15523836	-92.18585018
-22.50265647	-50.15434235	-92.44646016
-22.50300448	-50.15344534	-92.24767301
-22.50335248	-50.15254934	-92.39392835
-22.50370148	-50.15165333	-92.50964415
-22.50405149	-50.15075532	-92.29540170
-22.50440049	-50.14985932	-92.25652645
-22.50641550	-50.14971332	-92.18725667
-22.50676551	-50.14881632	-91.90124281
-22.50711251	-50.14792231	-91.35914801
-22.50746151	-50.14702631	-91.82811429
-22.50815852	-50.14523130	-91.52782458
-22.50859453	-50.14411029	-91.07398212
-22.50894353	-50.14321328	-91.28374577
-22.50929053	-50.14231728	-91.47460968
-22.50964054	-50.14141927	-91.01324230
-22.50998854	-50.14052426	-90.86925477
-22.51024955	-50.13985126	-90.80375817
-22.51059755	-50.13895525	-90.89930781
-22.51263756	-50.13748925	-90.63854540
-22.51298657	-50.13659324	-90.38702925
-22.51333557	-50.13569724	-90.09481542
-22.51368257	-50.13480023	-90.41696424
-22.51403358	-50.13390222	-90.37093840
-22.51438058	-50.13300522	-90.57204026
-22.51473159	-50.13210821	-90.24466875
-22.51507959	-50.13121021	-90.40929221
-22.51542759	-50.13031420	-90.85368495
-22.51577660	-50.12941719	-90.76642119
-22.51612460	-50.12852019	-90.34484455
-22.51647361	-50.12762318	-90.36784828
-22.51681261	-50.12674818	-90.05514944
-22.51717061	-50.12583017	-89.60749441
-22.51751862	-50.12493217	-89.51583162
-22.51786662	-50.12403616	-89.15107200
-22.51821663	-50.12313715	-88.91454815
-22.51891464	-50.12134614	-89.12593184
-22.51926264	-50.12044914	-88.94149341
-22.51961164	-50.11955213	-88.97661545
-22.51995865	-50.11865412	-88.92871244
-22.52030765	-50.11775812	-88.53187979
-22.52065665	-50.11686011	-88.76528236
-22.52100466	-50.11596211	-88.86005618
-22.52135366	-50.11506510	-88.65943540
-22.52170367	-50.11416909	-88.52377341
-22.52204967	-50.11327209	-88.39496649
-22.52274968	-50.11147808	-88.44330459
-22.52309768	-50.11058107	-88.27978939
-22.52344469	-50.10968506	-88.44526926
-22.52379369	-50.10878506	-88.22827878
-22.52414170	-50.10788905	-88.09603135
-22.52449170	-50.10699105	-87.76785938
-22.52483970	-50.10609504	-87.50728934
-22.52518771	-50.10520004	-86.43925917
-22.52553471	-50.10430103	-86.80072425
-22.52588472	-50.10340603	-86.85622602
-22.52623372	-50.10250902	-86.73019310
-22.52658173	-50.10160801	-86.81862663
-22.52693073	-50.10071301	-86.90935830
-22.52762574	-50.09892000	-86.84595997
-22.52797674	-50.09802099	-86.52352255
-22.52832375	-50.09712598	-86.63243135
-22.52867275	-50.09622698	-85.57599468
-22.52902175	-50.09533097	-86.96461165
-22.52936876	-50.09443497	-86.93531656
-22.52971776	-50.09353596	-87.02161261
-22.53006677	-50.09263895	-87.01934809
-22.53041577	-50.09174095	-86.86696308
-22.53145878	-50.08905093	-86.90940662
-22.53180779	-50.08815592	-87.10528515
-22.53215679	-50.08725592	-87.15121000
-22.53250679	-50.08635891	-87.06914654
-22.53285380	-50.08546191	-86.70747158
-22.55721510	-50.02264551	-81.45675803
-22.55756310	-50.02174750	-81.14233595
-22.55791110	-50.02085049	-81.29256675
-22.55825911	-50.01995349	-81.54000619
-22.55860711	-50.01905648	-81.56033856
-22.55895511	-50.01815747	-81.70523134
-22.55930312	-50.01726047	-82.09390608
-22.55965012	-50.01636246	-81.92357407
-22.55999712	-50.01546646	-82.04128252
-22.56034813	-50.01456845	-82.22018679
-22.56069513	-50.01367144	-81.85009971
-22.56139114	-50.01187743	-82.06802332
-22.56173915	-50.01097943	-81.91839494
-22.56208815	-50.01008142	-81.74887042
-22.56243515	-50.00918341	-81.40632842
-22.56278416	-50.00828741	-81.24908023
-22.56313116	-50.00738940	-81.21335316
-22.56348017	-50.00649240	-81.09127027
-22.56382717	-50.00559339	-80.99738952
-22.56417418	-50.00469639	-80.56983583
-22.56452318	-50.00379938	-80.80133524
-22.56486919	-50.00290438	-80.60758483
-22.56522019	-50.00200437	-80.26723472
-22.56556919	-50.00110837	-80.19204498
-22.56591320	-50.00021136	-79.75661671
-22.56626320	-49.99931336	-79.79044179
-22.56695921	-49.99751734	-80.00195886
-22.56730622	-49.99661834	-80.19153391
-22.56765422	-49.99572233	-80.24296691
-22.56800222	-49.99482432	-80.41520341
-22.56835023	-49.99392532	-80.46674451
-22.56869923	-49.99302931	-80.13789439
-22.56882623	-49.99206030	-80.39705241
-22.56894524	-49.99109730	-80.26492221
-22.56907524	-49.99013229	-79.61344575
-22.56931425	-49.98820327	-79.78925281
-22.56944325	-49.98725227	-79.97937049
-22.56962825	-49.98628426	-80.63004326
-22.56982926	-49.98533725	-79.71806935
-22.57002926	-49.98439225	-80.49391945
-22.57023826	-49.98340924	-80.28437967
-22.57043727	-49.98247523	-80.63174804
-22.57083627	-49.98060322	-80.37192563
-22.57124128	-49.97867321	-79.82669925
-22.57144229	-49.97772520	-80.30783623
-22.57214629	-49.97598619	-80.24674407
-22.57322730	-49.97442918	-80.01397406
-22.57377031	-49.97364817	-79.97894172
-22.57431031	-49.97287017	-80.47006414
-22.57485132	-49.97209116	-80.67060870
-22.57539132	-49.97131116	-80.34550167
-22.57593132	-49.97053516	-80.43743913
-22.57647133	-49.96975515	-80.26440043
-22.57701433	-49.96897615	-80.80387916
-22.57755434	-49.96819714	-79.84309117
-22.57809634	-49.96741814	-80.87449933
-22.57861635	-49.96664513	-80.60210223
-22.57915635	-49.96586713	-80.47952954
-22.57953935	-49.96504812	-80.33409803
-22.57988836	-49.96414812	-81.10568183
-22.58023636	-49.96325211	-80.56742364
-22.58058437	-49.96235511	-80.35899479
-22.58093137	-49.96145610	-80.70677258
-22.58127837	-49.96056009	-80.82938939
-22.58162638	-49.95966309	-80.69201930
-22.58266939	-49.95696807	-81.18674054
-22.58301840	-49.95607107	-80.90018600
-22.58336440	-49.95517206	-80.94103006
-22.58371240	-49.95427505	-80.82507812
-22.58406141	-49.95337805	-80.65258694
-22.58440741	-49.95248004	-80.11148144
-22.58475742	-49.95158104	-80.60640045
-22.58510342	-49.95068403	-78.59687523
-22.58545043	-49.94978703	-80.50468949
-22.58579843	-49.94888802	-79.99797786
-22.58614744	-49.94799101	-80.27652256
-22.58649444	-49.94709201	-80.11222514
-22.58684244	-49.94619500	-79.87267784
-22.58719045	-49.94529800	-79.53150862
-22.58771146	-49.94394799	-78.87658449
-22.58805946	-49.94305198	-78.97537246
-22.58840546	-49.94215598	-79.66227382
-22.58875447	-49.94125897	-79.44075234
-22.58910147	-49.94036097	-79.60822682
-22.58944847	-49.93946096	-79.78853626
-22.58979648	-49.93856295	-79.96362933
-22.59084049	-49.93586994	-79.32015493
-22.59118950	-49.93497393	-79.71454262
-22.59153350	-49.93407392	-79.59031887
-22.59188150	-49.93317692	-79.78910496
-22.59222951	-49.93227891	-79.85623885
-22.59257651	-49.93137991	-79.31715761
-22.59292452	-49.93048290	-79.43441518
-22.59327152	-49.92958490	-78.86702620
-22.59392253	-49.92831989	-78.65046916
-22.59405653	-49.92736888	-79.18806594
-22.59444554	-49.92649488	-79.55242160
-22.59480254	-49.92563487	-79.96675873
-22.59514954	-49.92473686	-80.03081060
-22.59549555	-49.92383886	-79.77121938
-22.59584455	-49.92294385	-79.92430773
-22.59619056	-49.92204485	-80.16092433
-22.59653956	-49.92114584	-80.19895680
-22.59688656	-49.92024883	-80.20998930
-22.59723357	-49.91934883	-79.83201576
-22.59758257	-49.91845282	-80.12824841
-22.59792858	-49.91755482	-80.48796213
-22.59862258	-49.91575680	-80.30896519
-22.59897059	-49.91485980	-80.30720220
-22.59966560	-49.91306479	-80.61246400
-22.60010160	-49.91194178	-80.49300886
-22.60044860	-49.91104477	-81.02672580
-22.60079661	-49.91014577	-81.19904688
-22.60114361	-49.90924876	-81.01373250
-22.60148962	-49.90834975	-81.22245104
-22.60183662	-49.90745275	-81.60659340
-22.60218462	-49.90655574	-81.79462347
-22.60253263	-49.90565774	-81.68576970
-22.60287963	-49.90475673	-82.15882290
-22.60322564	-49.90385972	-82.13075430
-22.60357564	-49.90296172	-82.48525540
-22.60392164	-49.90206371	-82.55940873
-22.60426965	-49.90116771	-82.55680697
-22.60461665	-49.90026970	-82.78626552
-22.60496465	-49.89937169	-82.77830403
-22.60531066	-49.89847269	-82.84539189
-22.60565966	-49.89757568	-83.03624751
-22.60600567	-49.89667667	-83.08213091
-22.60635467	-49.89577867	-82.97906358
-22.60739468	-49.89308565	-83.07775614
-22.60774269	-49.89218465	-82.49018775
-22.60843770	-49.89038963	-83.06280495
-22.60887170	-49.88926763	-83.05302949
-22.60956671	-49.88747061	-82.99518400
-22.60991271	-49.88657361	-83.03341154
-22.61060672	-49.88477760	-82.98930529
