%LATITUDE (°) - tide free	LONGITUDE (°) - tide free	Anomalia refinada de Bouguer (mGal) - zero tide
-24.62326796	-52.32211696	-80.79287813
-24.62413496	-52.32237997	-81.67192976
-24.62500696	-52.32264498	-81.54076759
-24.62587497	-52.32290798	-82.42428692
-24.62674297	-52.32317098	-80.93781042
-24.62761697	-52.32343599	-80.63873188
-24.62848697	-52.32369999	-81.11984334
-24.62935897	-52.32396500	-81.15651853
-24.63022398	-52.32422701	-81.84222195
-24.63109898	-52.32449301	-82.71757662
-24.63196898	-52.32475702	-81.29879117
-24.63283999	-52.32502103	-81.83436855
-24.63370799	-52.32528803	-81.38743568
-24.63458099	-52.32556204	-81.69922634
-24.63544899	-52.32581204	-81.66986397
-24.63632200	-52.32607605	-81.43474179
-24.63718900	-52.32634005	-82.28836832
-24.63805900	-52.32660406	-82.22982779
-24.63892700	-52.32686706	-82.14320123
-24.63980000	-52.32713106	-80.78498765
-24.64067200	-52.32739607	-81.86683970
-24.64328401	-52.32818809	-81.22377612
-24.64415501	-52.32845209	-80.64787584
-24.64502201	-52.32871510	-81.23503073
-24.64588801	-52.32897810	-82.16277538
-24.64675902	-52.32924211	-80.89115879
-24.64763102	-52.32950611	-81.15422144
-24.64850302	-52.32977112	-81.07661997
-24.64937302	-52.33003512	-81.11648669
-24.65024403	-52.33029913	-80.43509783
-24.65111703	-52.33056414	-80.99728630
-24.65198203	-52.33082614	-81.17782430
-24.65285503	-52.33109115	-81.12087541
-24.65372704	-52.33135515	-82.42438133
-24.65458704	-52.33162116	-80.96824984
-24.65546004	-52.33188516	-80.89209419
-24.65632904	-52.33214917	-80.90267459
-24.65719705	-52.33240617	-81.10947737
-24.65807005	-52.33267718	-80.96570513
-24.65894205	-52.33294219	-80.87488378
-24.65980705	-52.33320419	-81.16321876
-24.66068205	-52.33347020	-80.94869140
-24.66154805	-52.33373220	-82.21248439
-24.66241906	-52.33399621	-80.98889806
-24.66329206	-52.33426121	-81.21328155
-24.66416306	-52.33452522	-81.96428637
-24.66503106	-52.33478822	-80.12695966
-24.66590507	-52.33505323	-81.00687863
-24.66677107	-52.33531524	-81.06481012
-24.66764408	-52.33558024	-81.41956381
-24.66851408	-52.33584325	-81.87250653
-24.66938308	-52.33610726	-81.83619535
-24.67025408	-52.33637026	-81.97055085
-24.67112609	-52.33663427	-81.34011097
-24.67199309	-52.33689627	-81.87008759
-24.67286209	-52.33716028	-82.07559900
-24.67375310	-52.33739329	-82.74904342
-24.67460610	-52.33770629	-82.61067171
-24.67547310	-52.33797030	-82.72793523
-24.67634410	-52.33823430	-82.78665936
-24.67721211	-52.33849731	-83.44072618
-24.67808311	-52.33876132	-83.56873230
-24.67895411	-52.33902532	-83.26748873
-24.67982112	-52.33928833	-82.68131042
-24.68069412	-52.33955234	-82.21733640
-24.68156412	-52.33981634	-82.48456628
-24.68243212	-52.34007934	-82.86333627
-24.68330512	-52.34034435	-82.89128382
-24.68417713	-52.34061036	-83.00858785
-24.68504413	-52.34087236	-82.69126088
-24.68591813	-52.34113736	-83.21596683
-24.68678513	-52.34140037	-82.96908606
-24.68765513	-52.34166337	-82.98042579
-24.68852513	-52.34192738	-83.31901037
-24.68939514	-52.34219139	-83.58197884
-24.69026114	-52.34245640	-83.33777706
-24.69113214	-52.34271940	-83.02949888
-24.69200014	-52.34298240	-83.15152624
-24.69287514	-52.34324741	-82.87278376
-24.69374215	-52.34351041	-82.84579968
-24.69461515	-52.34377542	-82.53234137
-24.69548016	-52.34404043	-82.99526153
-24.69722216	-52.34456743	-82.22642661
-24.69809316	-52.34483244	-82.80550883
-24.69896216	-52.34509644	-82.44555836
-24.69983616	-52.34536145	-82.11727137
-24.70070216	-52.34562445	-81.81155534
-24.70157117	-52.34588746	-81.84833557
-24.70244217	-52.34615147	-81.80649080
-24.70331517	-52.34641647	-82.27800371
-24.70418317	-52.34668048	-82.33762960
-24.70505317	-52.34694448	-82.26757397
-24.70592117	-52.34720849	-82.16996240
-24.70679118	-52.34747149	-82.34354897
-24.70765918	-52.34773550	-82.25982623
-24.70853218	-52.34800150	-82.11875390
-24.70940218	-52.34826551	-82.25449690
-24.71026819	-52.34852851	-81.80175035
-24.71114219	-52.34879352	-81.67454234
-24.71201119	-52.34905753	-81.97196871
-24.71266320	-52.34925553	-81.98587753
-24.71375020	-52.34958554	-82.37235004
-24.71461720	-52.34984854	-82.43885677
-24.71548920	-52.35011355	-82.15828900
-24.71636120	-52.35037855	-82.74807906
-24.71722921	-52.35064156	-82.66169854
-24.71809921	-52.35089556	-82.64740325
-24.71896921	-52.35116957	-82.47017500
-24.71983922	-52.35143358	-82.77887622
-24.72070922	-52.35169858	-82.62988451
-24.72158022	-52.35196259	-83.01647465
-24.72245122	-52.35222659	-82.87751161
-24.72332022	-52.35249060	-82.99394653
-24.72419023	-52.35275460	-83.47569547
-24.72506023	-52.35301861	-83.10602065
-24.72592623	-52.35328162	-83.05361803
-24.72680124	-52.35354663	-83.08789492
-24.72766824	-52.35380963	-83.22026501
-24.72853824	-52.35407364	-83.14348995
-24.73027225	-52.35460065	-82.93818373
-24.73114725	-52.35486565	-83.16046419
-24.73201724	-52.35513165	-83.69285335
-24.73288725	-52.35539166	-83.68125485
-24.73375725	-52.35565567	-84.08293270
-24.73463126	-52.35592267	-84.01377483
-24.73549726	-52.35618568	-83.46135451
-24.73636726	-52.35644969	-83.28005322
-24.73723527	-52.35671369	-83.44051609
-24.73810527	-52.35697770	-83.71736337
-24.73897827	-52.35724471	-83.60290816
-24.74071727	-52.35777072	-83.37270249
-24.74158928	-52.35803572	-83.23995106
-25.41667662	-49.99873793	-66.54362944
-25.42123668	-50.00516802	-66.69684385
-25.42666663	-50.00710807	-66.48896866
-25.43165666	-50.01104813	-66.54015985
-25.43798669	-50.01248812	-65.53539139
-25.44385672	-50.01193813	-64.73471197
-25.44971674	-50.01039818	-63.35601529
-25.45604674	-50.01133824	-62.00722761
-25.45835669	-50.01977826	-63.40807317
-25.45568668	-50.02526836	-64.58934396
-25.45074670	-50.02928835	-65.61138945
-25.44399662	-50.03281835	-66.74866447
-25.44087659	-50.03881837	-66.75174853
-25.43910658	-50.04479838	-66.14270973
-25.43643651	-50.05077842	-67.02381784
-25.43331649	-50.05627852	-68.15697781
-25.42928650	-50.06177852	-68.95728441
-25.42570646	-50.06726853	-69.20714212
-25.42213639	-50.07375853	-69.50891853
-25.41855642	-50.07875857	-69.69071935
-25.41814638	-50.08572862	-70.18923148
-25.41908635	-50.09167871	-70.98271009
-25.42093629	-50.09812873	-71.81926615
-25.42053629	-50.10658879	-72.59938838
-25.42283624	-50.11451889	-74.79745238
-25.42467630	-50.12047893	-76.12598658
-25.42426628	-50.12644902	-77.76266258
-25.42521622	-50.13488908	-78.35368091
-25.42886620	-50.14082918	-78.99759838
-25.42889619	-50.14629913	-79.80291140
-25.42758618	-50.15326925	-80.88602267
-25.43032618	-50.15970929	-80.19462766
-25.43306619	-50.16565936	-79.68313514
-25.43536614	-50.17260945	-79.45572081
-25.43855609	-50.17804944	-79.11695929
-25.44084611	-50.18350951	-78.66285240
-25.44313615	-50.18895955	-77.99229081
-25.44632611	-50.19539964	-77.95487797
-25.44906607	-50.20035974	-77.83418878
-25.45090605	-50.20730978	-77.30560302
-25.45455611	-50.21374979	-76.91086553
-25.45684602	-50.22019984	-76.95683072
-25.45868607	-50.22565996	-77.23542893
-25.46006602	-50.23061997	-76.95943466
-25.46144605	-50.23608002	-76.66765539
-25.46057604	-50.24255007	-77.75268256
-25.45926595	-50.25151011	-78.43224337
-25.45930596	-50.25897022	-77.51977964
-25.45978594	-50.26494026	-78.53892011
-25.46026590	-50.27090030	-78.29821913
-25.46435591	-50.27486034	-77.91741488
-25.46438588	-50.28132038	-77.59563653
-25.46169587	-50.28631039	-76.83545435
-25.46263586	-50.29227052	-76.01487172
-25.46311584	-50.29824057	-75.75157210
-25.46494581	-50.30420063	-75.80116770
-25.46858580	-50.31014060	-76.01526534
-25.46906579	-50.31611074	-75.82665240
-25.46457574	-50.32111069	-76.19539688
-25.46053572	-50.32610079	-76.65306205
-25.45513571	-50.33011070	-76.75101167
-25.44972563	-50.33312074	-77.14056285
-25.44930559	-50.33860076	-77.18493886
-25.45519565	-50.34354088	-77.82612389
-25.46062561	-50.34699093	-77.88310420
-25.45975560	-50.35396096	-77.33877699
-25.45978558	-50.36191107	-77.36733839
-25.46161557	-50.36688106	-76.96640856
-25.45983558	-50.37335113	-76.67527781
-25.45896555	-50.37982112	-76.15287878
-25.45628554	-50.38680121	-75.12130914
-25.46081550	-50.39026127	-74.97629628
-25.45902545	-50.39524129	-75.04450392
-25.45904548	-50.40021129	-75.49975426
-25.45816546	-50.40569141	-76.33276826
-25.45502543	-50.41018135	-76.48238567
-25.45005541	-50.40871137	-76.59756496
-25.44464538	-50.41172138	-76.71443731
-25.43878529	-50.41423135	-76.61314987
-25.43246531	-50.41426132	-76.24138149
-25.42750526	-50.41528131	-76.43456132
-25.42119527	-50.41929132	-75.52424557
-25.41579525	-50.42280130	-75.45100879
-25.41037519	-50.42232131	-74.85232433
-25.40541521	-50.42384127	-74.57155717
-25.40181519	-50.42833133	-74.08333441
-25.39777516	-50.43282138	-73.58135272
-25.39281507	-50.43533131	-73.56034077
-25.38740511	-50.43734138	-73.51164529
-25.38426502	-50.44183133	-73.26549663
-25.38428503	-50.44879142	-72.86448332
-25.38159504	-50.45377148	-73.12350190
-25.37981500	-50.46024151	-73.57092785
-25.37259491	-50.46176147	-74.44332724
-25.38073491	-50.46471150	-74.22632338
-25.38661500	-50.46866154	-73.41879384
-25.39376496	-50.47111164	-74.51203427
-25.39973500	-50.47357172	-73.59978387
-25.40653496	-50.48299181	-74.81147522
-25.40791494	-50.48845181	-73.44283327
-25.40793493	-50.49541191	-73.46797174
-25.41156492	-50.50186193	-72.90286409
-25.40978491	-50.50783197	-72.59338863
-25.40890485	-50.51529203	-72.43288785
-25.40892483	-50.52225211	-72.28154730
-25.40804484	-50.52872212	-70.10883266
-25.40625484	-50.53519215	-71.75202114
-25.40898483	-50.54114221	-70.17526855
-25.41397476	-50.54808229	-71.76632520
-25.42347487	-50.55302236	-71.60775418
-25.42168484	-50.55800239	-71.83620908
-25.42170474	-50.56595254	-71.66650098
-25.42533473	-50.57240256	-71.03909331
-25.42264469	-50.57838261	-70.63646703
-25.41995472	-50.58585266	-70.72943679
-25.41997471	-50.59330276	-70.00933712
-25.42045461	-50.60225276	-70.30939403
-25.42543465	-50.60919289	-71.27007923
-25.43221466	-50.61166289	-71.92885900
-25.43944472	-50.61263295	-72.53644093
-25.44532467	-50.61758300	-73.22234733
-25.45255472	-50.61905302	-73.14758758
-25.46612469	-50.62995322	-73.22866391
-25.46704466	-50.63691327	-73.61158585
-25.46842468	-50.64387327	-73.46310227
-25.46934463	-50.65232335	-74.10211196
-25.47566471	-50.65181343	-74.04471483
-25.48469470	-50.65377346	-74.69498598
-25.49055478	-50.64928343	-74.63192295
-25.50185482	-50.65173348	-75.70132213
-25.50998482	-50.65469360	-73.50966571
-25.51676482	-50.65866357	-76.63935804
-25.52443485	-50.65615368	-77.58131019
-25.53165493	-50.65364366	-78.23281383
-25.53799486	-50.66258371	-77.76409653
-25.54658486	-50.66803380	-77.80417009
-25.55382488	-50.67149387	-78.30257309
-25.56105496	-50.67695393	-78.17859852
-25.56963496	-50.67692394	-78.87668758
-25.58002496	-50.68038409	-79.04143442
-25.58725502	-50.68235412	-78.64532478
-25.59133503	-50.68782420	-78.91636278
-25.59811497	-50.69178423	-79.51798540
-25.60354502	-50.69625433	-79.48277313
-25.61211505	-50.69324427	-79.62147810
-25.62294512	-50.69371435	-79.53707491
-25.62793512	-50.70067442	-79.66933461
-25.62568509	-50.70715445	-80.22722038
-25.62570502	-50.71462451	-80.74153474
-25.63204505	-50.72656464	-81.38575799
-25.63883503	-50.73551469	-82.21994773
-25.64788496	-50.74944486	-82.88811479
-25.65872507	-50.75141493	-80.96952746
-25.66775509	-50.74740490	-83.38396256
-25.67814507	-50.75336501	-80.82076661
-25.68493511	-50.76231512	-81.00461139
-25.69081512	-50.76928521	-80.61234591
-25.69940510	-50.77524534	-80.31492502
-25.70753508	-50.77921534	-80.32801970
-25.71521517	-50.78119542	-80.48585196
-25.72154519	-50.78517545	-80.94480221
-25.72560518	-50.78915552	-80.72621070
-25.18631533	-50.14409820	-66.93370761
-25.45995834	-49.52834428	-53.02672161
-25.43050906	-49.27139208	-42.99414368
-25.59386924	-49.40803392	-58.82927218
-26.11182992	-49.80788924	-65.24544764
-26.11179994	-49.80488923	-65.25166194
-25.73148516	-50.79362561	-80.19251962
-25.73781513	-50.80109570	-79.89928863
-25.74144510	-50.80956576	-79.22988622
-25.74731516	-50.81603584	-79.37457753
-25.75094513	-50.82500590	-79.24147501
-25.75501513	-50.83247595	-78.61042410
-25.75773513	-50.84144611	-78.61041801
-25.76676513	-50.84492612	-78.72059821
-25.77444514	-50.84541620	-78.46093996
-25.78121513	-50.84939626	-78.64365507
-25.78844521	-50.85038626	-77.53592004
-25.79657521	-50.84987631	-78.66495559
-25.80289520	-50.84936627	-78.46569461
-25.80830526	-50.84836631	-78.66411552
-25.81462530	-50.84585633	-79.25573503
-25.82003537	-50.83737631	-79.08942720
-25.82590536	-50.83786637	-79.34653775
-25.83312533	-50.83785633	-78.73367964
-25.84080543	-50.83684639	-79.17127735
-25.84577537	-50.84033639	-79.11209635
-25.85435543	-50.84231647	-79.13017305
-25.85931548	-50.83881646	-79.01803484
-25.86518552	-50.83431642	-79.66160989
-25.87375555	-50.83330650	-80.45127760
-25.88007559	-50.83130651	-79.99270144
-25.88368560	-50.82580646	-80.03896994
-25.89091561	-50.83128651	-80.64621360
-25.90084562	-50.83177658	-80.37346515
-25.91077571	-50.83125667	-81.36430011
-25.91980569	-50.82974660	-81.26100362
-25.93199576	-50.83022671	-81.92335025
-25.93921580	-50.82822673	-81.91292130
-25.94779578	-50.82970677	-81.36084954
-25.95277583	-50.83569684	-81.00297226
-25.95007579	-50.84418689	-80.85570096
-25.95639580	-50.84517692	-81.24426731
-25.96271583	-50.84217692	-81.35489009
-25.96993583	-50.84066694	-81.65312534
-25.97625591	-50.84065693	-81.52126640
-25.98392587	-50.84064699	-82.10515122
-25.99386591	-50.84062709	-83.45657610
-26.00153597	-50.84261711	-83.51044123
-26.00876596	-50.84210712	-84.21241996
-26.01643598	-50.84359721	-84.15158076
-26.02411601	-50.84358723	-85.44280529
-26.02636612	-50.83758717	-85.21881350
-26.03404610	-50.83907717	-85.43349373
-26.03945612	-50.83507716	-86.06549842
-25.88276558	-50.81732643	-80.43895723
-25.88275561	-50.80833637	-80.66748822
-25.88184570	-50.80085625	-81.27897003
-25.88228568	-50.79087613	-82.14556087
-25.87821567	-50.78688613	-81.64732181
-25.86873566	-50.78690614	-81.26360342
-25.86149564	-50.77943603	-80.45363220
-25.85607561	-50.77964598	-79.83219807
-26.04396615	-50.82856719	-86.20960438
-26.04169622	-50.81957712	-86.63090345
-26.04078618	-50.81108700	-87.19785808
-26.04438626	-50.80257696	-86.65607207
-26.05115627	-50.80206700	-87.57872972
-26.05972634	-50.80155703	-86.73545355
-26.06650638	-50.80054702	-88.38453945
-26.07010643	-50.79403703	-88.15080565
-26.07912642	-50.79202707	-88.26222051
-26.08453648	-50.78651696	-88.48765073
-26.09311649	-50.78449707	-88.26535705
-26.09084655	-50.77750700	-88.16936279
-26.08586652	-50.76851689	-87.21912812
-26.07953652	-50.76202674	-86.88805130
-26.07320653	-50.75603670	-87.31541732
-26.06507652	-50.75205666	-86.77915025
-26.06640652	-50.74155657	-84.15597858
-26.06413655	-50.73356646	-85.95208106
-26.06050660	-50.72357637	-85.16296501
-26.04738658	-50.71161622	-86.81100702
-26.04016652	-50.71312622	-87.49338247
-26.03879658	-50.70463613	-86.71646560
-26.03517656	-50.70164615	-89.46836421
-26.03019661	-50.69616606	-87.28134067
-26.02614652	-50.70067605	-86.06438214
-26.02118653	-50.70518611	-87.14145539
-26.01298647	-50.71048613	-87.32524080
-26.05073616	-50.82805722	-86.86990352
-26.05795623	-50.82954725	-86.17463416
-26.06472623	-50.82503719	-88.03262367
-26.07014632	-50.82353721	-87.75298011
-26.07737626	-50.83001728	-88.59944814
-26.08099628	-50.83801741	-88.87966280
-26.08641629	-50.84250745	-89.50585333
-26.09184629	-50.84949749	-88.75767586
-26.09681625	-50.85649763	-88.10658918
-26.10359624	-50.86198771	-89.06785636
-26.10946627	-50.86697778	-88.42766782
-26.11443625	-50.87097783	-89.21486525
-26.11895624	-50.87696785	-88.42421863
-26.12483632	-50.88296789	-89.10143615
-26.13251632	-50.88945799	-88.94994666
-26.13883629	-50.89195805	-88.66215371
-26.14606630	-50.89644818	-88.53291464
-26.15274635	-50.90144819	-88.40031094
-26.15915629	-50.90393824	-87.90712122
-26.16954633	-50.91093838	-87.58607080
-26.17451634	-50.91793845	-86.99352576
-26.18084638	-50.92643848	-86.29895486
-26.17949634	-50.93644862	-86.21191083
-26.18310629	-50.94594867	-82.15641845
-26.17904619	-50.95595870	-86.33193599
-26.18176623	-50.96146881	-86.64043319
-26.18311618	-50.96946891	-87.75719717
-26.18988620	-50.97647892	-86.36539810
-26.19621619	-50.98247900	-82.95738112
-26.19892616	-50.99148914	-85.23698914
-26.20027616	-50.99948916	-85.06764256
-26.20117610	-51.00799930	-85.02299591
-26.20072606	-51.01650929	-84.61076481
-26.20523611	-51.02551946	-83.97351433
-26.20568601	-51.03552949	-83.67278358
-26.20433604	-51.04503952	-83.20272441
-26.21019595	-51.05354968	-82.77647376
-26.20793593	-51.06354976	-82.78182023
-26.21019598	-51.07155978	-83.01329640
-26.21154593	-51.07956989	-82.82212774
-26.20972587	-51.09007994	-82.31351142
-26.21514590	-51.09659006	-82.97231588
-26.22011587	-51.09358997	-81.74434338
-26.22643596	-51.08959003	-81.99770926
-26.23275599	-51.08459005	-82.01655493
-26.22959599	-51.08259001	-82.06743951
-26.23682601	-51.08058994	-82.83259313
-26.24179603	-51.07359000	-83.10027472
-26.24856611	-51.07109001	-83.26337671
-26.25533613	-51.06707992	-83.50478931
-26.26211618	-51.06257997	-84.11517278
-26.26753615	-51.05807992	-84.58396922
-26.27656626	-51.05206992	-85.16754737
-26.28062630	-51.04706986	-85.75572890
-26.27882633	-51.03554983	-85.82088333
-26.28108635	-51.02853978	-86.26289232
-26.28605639	-51.01851967	-86.74597877
-26.29192647	-51.01050970	-87.29435612
-26.29959649	-51.00900973	-87.72526555
-26.30275655	-50.99898961	-88.25055709
-26.30321653	-50.99147954	-88.27788516
-26.30953661	-50.98245949	-88.62922246
-26.31855661	-50.98045956	-89.09951146
-26.31810662	-50.97243943	-88.94940770
-26.31539664	-50.96742939	-89.39896643
-26.31178670	-50.95941934	-89.01381773
-26.31494676	-50.95189930	-89.52333629
-26.30952668	-50.94689923	-89.76594769
-26.30274675	-50.93988918	-89.16314951
-26.29687676	-50.93487913	-88.36828944
-26.29958676	-50.92986902	-88.98517803
-26.30183675	-50.92185900	-88.81120923
-26.29551674	-50.91734898	-88.06861540
-26.29550685	-50.90933885	-87.22511719
-26.29640688	-50.90031879	-86.93054047
-26.29097685	-50.89080875	-86.58251949
-26.28600685	-50.88280863	-86.67430022
-26.28283688	-50.87479855	-85.78155239
-26.27651683	-50.87129850	-85.70141570
-26.27108686	-50.86178843	-86.35414875
-26.27243689	-50.85326830	-86.68029921
-26.27468694	-50.84525828	-87.39292875
-26.27783700	-50.83823827	-86.57343750
-26.27331698	-50.83323819	-86.25839866
-26.26518702	-50.82774807	-86.16676249
-26.25569691	-50.82475807	-85.94496763
-26.25027699	-50.81825791	-86.67971715
-26.24304696	-50.81325790	-87.16992548
-26.24393702	-50.80624780	-87.15422395
-26.23625697	-50.80175779	-86.84129518
-26.24256697	-50.79473779	-87.67446452
-26.24481701	-50.78922766	-87.50435695
-26.24932707	-50.78220772	-88.05266692
-26.25382713	-50.77518765	-88.15659291
-26.25922718	-50.76666763	-87.77390137
-26.26554717	-50.76214753	-87.80333149
-26.26959728	-50.75512757	-88.04984605
-26.27273730	-50.74711746	-86.84791205
-26.27950731	-50.74258747	-87.20120133
-26.28762737	-50.74156748	-85.81983891
-26.29439736	-50.73955753	-87.23495711
-26.30162737	-50.74053755	-90.12017084
-26.30884746	-50.74052759	-87.59950019
-26.31651749	-50.73749764	-87.50417324
-26.31875754	-50.73098752	-86.65959003
-26.32281754	-50.72495749	-87.66649177
-26.32459761	-50.71643750	-88.04648806
-26.32097763	-50.70943734	-87.48657609
-26.31960762	-50.70192729	-87.61685644
-26.32093767	-50.69290730	-86.81119286
-26.31911770	-50.68639721	-86.65953801
-26.31684764	-50.67688710	-86.11648307
-26.31908776	-50.66936707	-85.91417031
-26.32132775	-50.66234702	-85.86930700
-26.32672782	-50.65531695	-86.07932842
-26.33212787	-50.64978700	-86.49446672
-26.33707783	-50.64275697	-86.74505601
-26.34338792	-50.63923691	-87.20778466
-26.34743792	-50.63170691	-87.18400879
-26.35238800	-50.62617682	-88.13540270
-26.35462801	-50.62065680	-88.34171008
-26.34874800	-50.61616674	-88.39480182
-26.34331804	-50.61017672	-88.84584973
-26.33832802	-50.60317665	-88.93557411
-26.33201798	-50.60770666	-88.66783474
-26.32389795	-50.61023665	-86.65871001
-26.31756792	-50.60524654	-87.52940615
-26.31438795	-50.59924647	-88.39784028
-26.30940798	-50.59225637	-89.01947555
-26.30487792	-50.58775637	-89.89494493
-26.29853798	-50.58127631	-90.59891197
-26.29534794	-50.57276620	-90.49714042
-26.29036797	-50.56527613	-91.48471324
-26.28492794	-50.55928600	-91.80248641
-26.27994798	-50.55329597	-91.98212109
-26.27315799	-50.54881587	-92.25036813
-26.27222804	-50.53880582	-93.29290717
-26.27219801	-50.53029580	-93.00497232
-26.27035810	-50.52078569	-92.49273343
-26.26762809	-50.51428555	-93.89135215
-26.26533805	-50.50528553	-93.07202870
-26.25900807	-50.50330543	-90.87134213
-26.25133807	-50.50384543	-93.49174964
-26.24410807	-50.50086539	-93.32320456
-26.23911805	-50.49388536	-93.12350752
-26.23456806	-50.48589519	-91.87812528
-26.23137803	-50.47689520	-91.77662109
-26.23134811	-50.46888509	-90.68645894
-26.22590808	-50.46340504	-90.70442142
-26.21876804	-50.45993500	-90.44153695
-26.21548807	-50.45294493	-90.06955833
-26.21184807	-50.44645486	-89.06017374
-26.20505807	-50.44098471	-87.19387693
-26.20096814	-50.43449467	-87.61221942
-26.19823811	-50.42850458	-86.33818171
-26.19368817	-50.41951453	-85.16041780
-26.18959814	-50.41303448	-84.05724967
-26.18640818	-50.40654441	-83.52868178
-26.18050814	-50.39806434	-81.97393475
-26.17460817	-50.39159427	-81.26756231
-26.16918815	-50.39012416	-80.86680110
-26.16373817	-50.38364414	-78.80274142
-26.15830812	-50.37967404	-80.41537861
-26.15196808	-50.37620400	-80.40576977
-26.15012811	-50.36821398	-80.79101185
-26.15145815	-50.36095389	-80.55421769
-26.15186821	-50.35319387	-80.48996793
-26.14957827	-50.34420370	-80.74805307
-26.14907823	-50.33520366	-81.11365281
-26.14859823	-50.32920361	-80.69066909
-26.14495826	-50.32222353	-80.83152080
-26.13905825	-50.31525347	-79.89953034
-26.13181825	-50.31179345	-80.00667783
-26.12412828	-50.30934333	-79.71098922
-26.11690819	-50.30938328	-79.42203833
-26.11015814	-50.31392336	-79.62259212
-26.10747819	-50.32093335	-79.35126798
-26.10299811	-50.32696345	-78.90466001
-26.09894812	-50.33048341	-78.51617997
-26.09354807	-50.33451345	-78.80660960
-26.08678800	-50.33705339	-78.44297759
-26.07957800	-50.33909342	-78.38765530
-26.07237793	-50.34413343	-77.45070289
-26.06515787	-50.34617341	-78.70403252
-26.05932782	-50.35520346	-79.05859295
-26.05255781	-50.35524341	-79.47970718
-26.04757780	-50.35177340	-79.75631129
-26.03989784	-50.35031335	-79.88498278
-26.03358781	-50.35384335	-80.09446096
-26.02591772	-50.35388327	-80.52061454
-26.01688767	-50.35343325	-80.14317264
-26.01058767	-50.35796329	-80.73647293
-26.00787766	-50.35898328	-81.60162918
-25.99705759	-50.36104322	-81.19309881
-25.99074757	-50.36407327	-81.10373850
-25.98397751	-50.36360319	-80.91117194
-25.97857749	-50.36913318	-81.07283451
-25.97317750	-50.37365321	-81.35876209
-25.96730742	-50.37218324	-80.48060848
-25.96145740	-50.37721319	-81.05101678
-25.95606735	-50.38273325	-81.13333797
-25.94837735	-50.38027318	-81.72683870
-25.94162735	-50.38480323	-81.48596629
-25.93483733	-50.38134317	-81.57993030
-25.92806730	-50.38088313	-80.83527172
-25.92172726	-50.37642308	-81.28437992
-25.91674724	-50.37445300	-80.77187330
-25.91406722	-50.38145309	-79.88834512
-25.90593719	-50.37900300	-80.11380589
-25.89870719	-50.37804301	-80.00400216
-26.15308827	-50.32317355	-81.21767764
-26.15802835	-50.31714360	-81.20489702
-26.16385840	-50.31010355	-82.52128117
-26.16925838	-50.30607350	-83.06170353
-26.17375849	-50.30204354	-83.64736925
-26.17777849	-50.29351344	-84.57501928
-26.17637848	-50.28551337	-85.18244015
-26.17724853	-50.27800335	-85.54954409
-26.17674858	-50.26950328	-86.12719432
-26.17130856	-50.26453324	-86.34217829
-26.17172864	-50.25752317	-86.64585714
-26.17438860	-50.24850304	-86.97802469
-26.18158865	-50.24445310	-86.80548376
-26.18698873	-50.24092302	-87.05909332
-26.18649877	-50.23291305	-86.27665954
-26.18689878	-50.22491298	-85.96465298
-26.18505879	-50.21841284	-85.26949142
-26.18681886	-50.20990279	-84.71108885
-26.18858882	-50.20338275	-84.57963943
-26.18223886	-50.19742265	-86.09182012
-26.17948882	-50.19043266	-85.85844976
-26.17404884	-50.18597256	-86.12217633
-26.16814887	-50.18151248	-86.41411585
-26.16494882	-50.17352242	-86.09010977
-26.16309891	-50.16603237	-85.59051039
-26.16621888	-50.15901228	-85.96753546
-26.16932900	-50.15148230	-84.94347357
-26.16477893	-50.14401216	-84.38318563
-26.16020900	-50.13504208	-84.59062122
-26.16240905	-50.12652202	-83.22194392
-26.16235904	-50.11802198	-82.72894575
-26.16727908	-50.11047197	-82.42735735
-26.16903909	-50.10296193	-82.08845243
-26.16807918	-50.09446178	-81.98699675
-26.17164916	-50.08693176	-81.66429944
-26.17339925	-50.07791165	-81.60406568
-26.17604922	-50.06988168	-81.32734838
-26.17734930	-50.06137154	-81.12720024
-26.17595933	-50.05588158	-81.13960720
-26.17408928	-50.04639146	-80.51952663
-26.17402939	-50.03688138	-79.36154532
-26.17759938	-50.03085137	-79.67817614
-26.18026941	-50.02432134	-80.29739995
-26.18564949	-50.01927126	-80.45196960
-26.19284947	-50.01671124	-81.90389502
-26.19686956	-50.01017123	-82.66690619
-26.19907954	-50.00315118	-82.39093112
-26.19228952	-49.99970110	-81.56440028
-26.18773957	-49.99474104	-80.61977721
-26.18542958	-49.98775102	-79.61726435
-26.17951956	-49.98230099	-80.20200215
-26.17451960	-49.97634086	-79.93083556
-26.16905952	-49.97089086	-73.96965209
-26.16674959	-49.96340078	-73.35080815
-26.16802965	-49.95289069	-78.62114854
-26.16343960	-49.94342054	-78.49467110
-26.15977960	-49.93595045	-79.24728493
-26.15431967	-49.93100044	-78.93688712
-26.14797962	-49.92806039	-78.81530962
-26.14251963	-49.92211032	-78.02692548
-26.14739968	-49.91106027	-76.74331188
-26.15047972	-49.90053019	-75.91610240
-26.14950973	-49.89203005	-75.28232253
-26.14315978	-49.88809002	-73.36402286
-26.14220975	-49.88110002	-73.49500323
-26.14349981	-49.87307992	-72.56290637
-26.13892980	-49.86612981	-71.98283520
-26.13302980	-49.86217977	-71.20523981
-26.12758977	-49.85922973	-70.94670234
-26.12662978	-49.85173964	-70.25007017
-26.12385981	-49.84476956	-69.12638987
