-25.516756,-49.119866,23.118068
-25.547078,-49.049065,31.251201
-25.491400,-48.996752,42.959643
-25.438241,-49.014173,35.254030
-25.439573,-49.099058,28.963970
-25.386366,-48.966268,56.953641
-25.276063,-49.067500,37.132839
-25.215464,-49.014181,24.262059
-25.118321,-49.035045,30.522077
-25.125208,-48.939189,24.420222
-25.147698,-48.904608,23.780733
-25.574756,-48.986569,37.649216
-25.596939,-48.901612,27.671038
-25.556344,-48.822499,-37.987778
-25.527462,-48.902021,-44.870435
-25.507152,-48.885400,-49.403887
-25.424820,-48.919241,-47.801177
-25.034246,-48.974198,44.242597
-24.974991,-48.908750,28.544946
-25.013827,-48.817265,18.933140
-25.075283,-48.870869,14.942910
-25.069905,-48.768817,9.848361
-24.926122,-48.908841,52.853326
-24.884063,-48.893870,31.341317
-24.895303,-48.789249,50.695927
-24.884827,-48.795039,42.321032
-24.844286,-48.804758,32.451429
-24.719275,-48.831705,-58.554289
-24.749630,-48.853090,-47.152151
-24.780232,-48.884140,-40.132455
-24.670210,-48.826826,-79.580959
-24.717521,-48.938868,-59.299170
-25.035224,-48.563052,19.868280
-24.900181,-48.568614,-32.886614
-24.835220,-48.577671,-26.420233
-24.928204,-48.531802,28.785893
-24.982421,-48.554371,33.047035
-25.341905,-48.780083,-50.318705
-25.273587,-48.728139,-46.460304
-25.220990,-48.758743,-40.268184
-25.314217,-48.648421,-20.080841
-25.387169,-48.653634,-40.656817
-25.255800,-48.571924,-16.668637
-25.318276,-48.519349,-28.723822
-25.187150,-48.524690,-19.123237
-25.462185,-48.874553,-55.055179
-25.426976,-48.877697,-53.944889
-25.433118,-48.914498,-26.155434
-25.542231,-48.985932,35.849041
-25.496513,-48.982014,47.970210
-25.476577,-49.054170,37.808476
-25.579757,-49.117383,19.172989
-25.628175,-49.069456,22.133936
-25.684071,-48.991749,34.461380
-25.681293,-49.060068,31.126223
-25.761976,-49.025444,43.089940
-25.803880,-48.876800,-27.141201
-25.638762,-48.920781,36.950159
-25.514658,-48.991306,43.777713
-25.970195,-48.594465,7.060296
-25.966009,-48.593472,6.694431
-25.961387,-48.592298,6.069162
-25.957093,-48.590768,5.306123
-25.952581,-48.589173,4.986514
-25.948495,-48.587719,6.207247
-25.943774,-48.586038,5.993524
-25.939689,-48.584594,5.872330
-25.935864,-48.583095,5.776417
-25.931237,-48.581094,6.017483
-25.926819,-48.579188,5.182337
-25.922619,-48.577368,6.279662
-25.918629,-48.575643,6.257196
-25.914637,-48.573898,5.871548
-25.910349,-48.571671,6.024586
-25.906262,-48.569559,7.198990
-25.901974,-48.567332,7.421923
-25.898095,-48.565316,7.767376
-25.893807,-48.563090,8.566423
-25.890111,-48.561210,8.581141
-25.884742,-48.558577,8.938337
-25.880201,-48.556346,8.866946
-25.875861,-48.554220,8.001450
-25.871320,-48.551990,9.988519
-25.866778,-48.549759,7.936749
-25.865332,-48.549051,7.410931
-25.862028,-48.547423,7.838276
-25.855421,-48.544188,14.255654
-25.852937,-48.542973,6.231275
-25.850252,-48.541652,21.106583
-25.850052,-48.541546,7.295095
-25.847986,-48.540532,7.768544
-25.844473,-48.538809,8.243547
-25.844064,-48.538608,6.709019
-25.840172,-48.537403,6.926127
-25.835769,-48.536407,6.157747
-25.832018,-48.535557,6.047912
-25.827827,-48.533789,5.563949
-25.823888,-48.531936,5.877326
-25.818637,-48.529861,6.239583
-25.814169,-48.531958,7.231277
-25.809477,-48.530450,7.227243
-25.805103,-48.528497,5.440268
-25.800955,-48.526569,5.085561
-25.796850,-48.524531,4.365527
