lat,lon,H_zerotide_m,dg_helmert_mgal,dg_goco_mgal,dg_indirect_mgal,dg_residual_planilha_mgal,dg_res_calc_mgal,erro_mgal
-25.9226193320289,-48.5773676167638,3.23,1.8427623267983613,-4.4345,-0.0024,6.277262326798361,6.279662326798361,0.0023999999999997357
-25.9186285301112,-48.5756428858103,2.84,1.8058962716423241,-4.4492,-0.0021,6.255096271642325,6.257196271642325,0.002100000000000435
-25.9146373798072,-48.5738983091509,1.6,1.4035482080356976,-4.4656,-0.0024,5.869148208035698,5.871548208035698,0.0023999999999997357
-25.9103493251725,-48.5716709467285,1.48,1.5240856506911518,-4.4983,-0.0022,6.022385650691152,6.024585650691153,0.002200000000000202
-25.9062617331439,-48.5695593689294,3.36,2.665490494009885,-4.5301,-0.0034,7.195590494009885,7.198990494009885,0.0034000000000000696
-25.9019736296941,-48.5673323005223,2.97,2.8546234463518414,-4.565,-0.0023,7.419623446351842,7.421923446351842,0.0022999999999999687
-25.8980951683458,-48.5653164872777,2.32,3.167675592215483,-4.5976,-0.0021,7.765275592215483,7.767375592215483,0.002100000000000435
-25.8938070172084,-48.5630897058411,2.56,3.930222962874276,-4.6346,-0.0016,8.564822962874276,8.566422962874276,0.0015999999999998238
-25.8901112973485,-48.5612100766838,1.68,3.9135411490309635,-4.6658,-0.0018,8.579341149030963,8.581141149030962,0.0017999999999993577
-25.8847422887858,-48.5585768052579,2.94,4.227136873733101,-4.7089,-0.0023,8.936036873733102,8.938336873733101,0.0022999999999999687
-25.8802012849428,-48.5563457139459,3.15,4.1179464105934915,-4.7467,-0.0023,8.86464641059349,8.86694641059349,0.0022999999999999687
-25.8758605849677,-48.5542203903281,1.41,3.216549570344387,-4.7837,-0.0012,8.000249570344387,8.001449570344388,0.001200000000000756
-25.8713195330101,-48.551989608956,6.27,5.162619013518436,-4.8237,-0.0022,9.986319013518436,9.988519013518436,0.002200000000000202
-25.8667784564372,-48.5497589861113,2.18,3.070749133001824,-4.8649,-0.0011,7.9356491330018235,7.936749133001824,0.001100000000000101
-25.8653315358574,-48.5490506778133,2.01,2.530430848528258,-4.8782,-0.0023,7.408630848528258,7.410930848528258,0.0022999999999999687
-25.8620280014927,-48.5474231208146,3.77,2.928075764586336,-4.9092,-0.001,7.837275764586336,7.838275764586336,0.001000000000000334
-25.8554212309674,-48.5441882008536,19.23,9.282253602631885,-4.9723,-0.0011,14.254553602631884,14.255653602631883,0.0010999999999992127
-25.8529368702361,-48.5429728392509,0.01,1.2336750253489701,-4.9966,-0.001,6.23027502534897,6.23127502534897,0.001000000000000334
-25.8502521671393,-48.5416519564365,35.76,16.08058343758435,-5.0234,-0.0026,21.10398343758435,21.10658343758435,0.002600000000001046
-25.8500518319948,-48.5415463883834,2.59,2.2680947187032277,-5.0257,-0.0013,7.293794718703227,7.2950947187032265,0.0012999999999996348
-25.8479860013907,-48.5405319139471,3.23,2.720743753847485,-5.0465,-0.0013,7.7672437538474846,7.768543753847484,0.0012999999999996348
-25.8444732093642,-48.5388093952183,4.24,3.1582465798614794,-5.0823,-0.003,8.24054657986148,8.24354657986148,0.0030000000000001137
-25.844063683399,-48.5386084346295,0.51,1.6215191889938994,-5.0865,-0.001,6.7080191889939,6.7090191889939,0.001000000000000334
-25.840171568506,-48.5374025043939,1.7,1.8242265970217773,-5.0998,-0.0021,6.924026597021777,6.926126597021778,0.002100000000000435
-25.8357685948738,-48.5364066810457,0.86,1.0553466694902587,-5.1014,-0.001,6.156746669490259,6.157746669490259,0.001000000000000334
-25.832017885494,-48.5355569575038,1.25,0.9424117756621763,-5.1035,-0.002,6.0459117756621765,6.047911775662176,0.0019999999999997797
-25.8278274135963,-48.5337889988986,0.09,0.42344903835110415,-5.1384,-0.0021,5.561849038351104,5.5639490383511045,0.002100000000000435
-25.8238881786278,-48.5319361685707,0.25,0.6968260989087246,-5.1793,-0.0012,5.876126098908724,5.877326098908724,0.0011999999999998678
-25.8186365490408,-48.529861412949,0.06,1.0176828568078131,-5.2196,-0.0023,6.237282856807813,6.239582856807813,0.0022999999999999687
-25.8141687885428,-48.5319582768452,2.26,2.1266772911101697,-5.1035,-0.0011,7.23017729111017,7.23127729111017,0.001100000000000101
-25.809477313694,-48.5304503126156,3.39,2.097843049348864,-5.1278,-0.0016,7.2256430493488635,7.227243049348863,0.0015999999999998238
-25.8051031513934,-48.5284971852485,0.71,0.2653684245967623,-5.173,-0.0019,5.438368424596763,5.440268424596763,0.0019000000000000128
-25.8009550212385,-48.5265694035625,1.34,-0.13653865829234565,-5.2195,-0.0026,5.082961341707654,5.085561341707654,0.0026000000000001577
-25.7968501144037,-48.524531184489,0.51,-0.9077726781314691,-5.2713,-0.002,4.363527321868531,4.365527321868531,0.0019999999999997797
-25.79278842699,-48.5223825380205,0.9,-0.8452045812339342,-5.3284,-0.0011,4.483195418766066,4.484295418766066,0.001100000000000101
-25.7885265408115,-48.5201385085268,1.0,-0.7246430169305769,-5.3886,-0.0023,4.663956983069424,4.666256983069424,0.0022999999999999687
-25.78443808155,-48.5180106356673,0.08,-0.8272062385077367,-5.4458,-0.0025,4.618593761492264,4.621093761492264,0.002500000000000391
-25.7803674727635,-48.5158725587757,1.23,-0.23979807081281926,-5.5041,-0.0014,5.264301929187181,5.265701929187181,0.00140000000000029
-25.7760784489273,-48.5136295299931,2.62,-0.13238164213940773,-5.5657,-0.0013,5.433318357860592,5.434618357860591,0.0012999999999996348
-25.7719294971068,-48.5116628089626,0.25,-1.5215583254012117,-5.618,-0.0018,4.096441674598789,4.098241674598789,0.0018000000000002458
-25.7677636774259,-48.5097663338433,0.66,-1.858690523733538,-5.6681,-0.0011,3.809409476266462,3.810509476266462,0.001100000000000101
-25.7638756320512,-48.5077545455552,0.37,-1.891654711569482,-5.7246,-0.001,3.8329452884305177,3.8339452884305176,0.0009999999999998899
-25.7596564705185,-48.5053810552983,1.16,-1.9625362341711936,-5.7936,-0.0012,3.831063765828806,3.832263765828806,0.0011999999999998678
-25.7556549943701,-48.5030729277735,3.02,-1.1856524946151585,-5.8617,-0.0019,4.676047505384841,4.677947505384841,0.0019000000000000128
-25.7520720746353,-48.5009654556196,1.73,-1.816744373162847,-5.9244,-0.001,4.107655626837153,4.1086556268371535,0.001000000000000334
-25.267913513,-49.565568653,709.1377,28.098564569270195,52.7836,-0.0004,-24.685035430729805,-24.684635430729806,0.00039999999999906777
-25.269277536,-49.560693477,697.0203,25.84083430044438,52.8157,-0.001,-26.974865699555618,-26.973865699555617,0.0010000000000012221
-25.275026831,-49.561788992,683.2663,22.08324515930001,52.8765,-0.001,-30.79325484069999,-30.79225484069999,0.0010000000000012221
-25.279352158,-49.559402742,676.9071,20.384582046921356,52.934,-0.0017,-32.549417953078645,-32.547717953078646,0.0016999999999995907
-25.282910673,-49.556930482,694.6168,20.340212941084395,52.9833,-0.0021,-32.643087058915604,-32.640987058915606,0.0020999999999986585
-25.284996816,-49.554424333,713.0789,21.527086133159152,53.0155,-0.0027,-31.48841386684085,-31.48571386684085,0.002700000000000813
-25.287914577,-49.552303844,701.163,19.551344726791033,53.0561,-0.0017,-33.50475527320897,-33.50305527320897,0.0016999999999995907
-25.291457005,-49.549791467,735.0628,23.55969043543702,53.1052,-0.0017,-29.545509564562984,-29.543809564562984,0.0016999999999995907
-25.294084157,-49.54839449,757.7536,26.687595895907318,53.1405,-0.001,-26.452904104092685,-26.451904104092684,0.0010000000000012221
-25.299132121,-49.547922056,790.9885,30.465474252765766,53.2034,-0.0011,-22.737925747234236,-22.736825747234235,0.001100000000000989
-25.302332694,-49.545373776,804.2106,32.002518913309714,53.2491,-0.001,-21.246581086690284,-21.245581086690283,0.0010000000000012221
-25.306017763,-49.541469054,803.3415,31.96013796661114,53.3032,-0.0014,-21.343062033388858,-21.341662033388857,0.00140000000000029
-25.311784398,-49.538296103,830.3158,35.72667831508683,53.3819,-0.002,-17.655221684913172,-17.653221684913174,0.0019999999999988916
-25.317914054,-49.539499968,833.3408,36.010333677614014,53.458,-0.0022,-17.447666322385984,-17.445466322385986,0.0021999999999984254
-25.324397117,-49.539685972,836.9439,37.93295174415396,53.5401,-0.0022,-15.607148255846042,-15.604948255846042,0.002200000000000202
-25.327468085,-49.534081925,839.6708,40.49890815499447,53.5908,-0.0011,-13.091891845005534,-13.090791845005535,0.0010999999999992127
-25.331350966,-49.529767269,844.6018,42.05618829545576,53.6471,-0.0017,-11.59091170454424,-11.58921170454424,0.0016999999999995907
-25.333816699,-49.523103175,844.7643,42.30644945582344,53.6828,-0.0012,-11.37635054417656,-11.37515054417656,0.001200000000000756
-25.338732368,-49.519201434,850.0083,43.481467281195165,53.7479,-0.0012,-10.266432718804836,-10.265232718804835,0.001200000000000756
-25.341316076,-49.523327469,863.5249,44.227306156200356,53.7836,-0.001,-9.556293843799644,-9.555293843799644,0.0009999999999994458
-25.319962584,-49.48134769,875.4605,50.46818127795969,53.3071,-0.001,-2.8389187220403116,-2.8379187220403117,0.0009999999999998899
-25.315414811,-49.482119016,856.3729,48.30028640180837,53.2442,-0.0013,-4.943913598191628,-4.942613598191628,0.0012999999999996348
-25.3109348,-49.483061553,850.8899,47.19394762746947,53.184,-0.0009,-5.990052372530528,-5.989152372530528,0.0008999999999996788
-25.308329398,-49.487506861,844.9951,46.08255778071551,53.18,-0.001,-7.097442219284488,-7.096442219284488,0.001000000000000334
-25.305802898,-49.492196305,849.3573,45.431569289616846,53.1763,-0.0011,-7.744730710383152,-7.743630710383152,0.001100000000000101
-25.303664332,-49.489474803,874.4198,48.3623327393626,53.125,-0.0011,-4.7626672606374,-4.7615672606374,0.001100000000000101
-25.299073148,-49.488665283,874.7993,48.70563676815961,53.0502,-0.0017,-4.3445632318403895,-4.34286323184039,0.0016999999999995907
-25.326168934,-49.544480216,882.3095,42.877615162553596,53.5486,-0.0022,-10.670984837446404,-10.668784837446404,0.002200000000000202
-25.325005395,-49.549643349,935.418,47.81031847137105,53.5146,-0.0015,-5.704281528628954,-5.702781528628954,0.0015000000000000568
-25.328055794,-49.55351649,936.3352,48.53295532720014,53.5335,-0.0012,-5.000544672799855,-4.999344672799855,0.0011999999999998678
-25.331514605,-49.556729415,939.6964,49.3409831651358,53.5573,-0.0011,-4.216316834864195,-4.2152168348641945,0.001100000000000101
-25.33543432,-49.551653363,944.547,50.873288070067716,53.632,-0.0011,-2.758711929932282,-2.757611929932282,0.001100000000000101
-25.330919355,-49.539018222,867.8707,43.33506991134141,53.6249,-0.0014,-10.28983008865859,-10.28843008865859,0.00140000000000029
-25.332467241,-49.544059108,930.3157,50.30140895532768,53.6287,-0.0012,-3.3272910446723216,-3.3260910446723218,0.0011999999999998678
-25.33870606,-49.55590929,905.6794,46.560356299675355,53.6475,-0.0011,-7.087143700324646,-7.0860437003246455,0.001100000000000101
-25.341137822,-49.560120391,930.0932,48.47585107251354,53.6487,-0.0011,-5.172848927486456,-5.171748927486456,0.001100000000000101
-25.343855627,-49.564953669,903.7959,46.14527877733074,53.6439,-0.0012,-7.498621222669264,-7.4974212226692645,0.0011999999999998678
-25.339303893,-49.564479256,908.6381,47.24783850701523,53.5958,-0.0023,-6.347961492984766,-6.345661492984766,0.0022999999999999687
-25.348130745,-49.565073634,926.6822,49.23276048168982,53.6914,-0.0011,-4.458639518310179,-4.4575395183101785,0.001100000000000101
-25.347593176,-49.583449991,941.8378,50.18445582295609,53.5047,-0.0009,-3.320244177043911,-3.3193441770439107,0.0009000000000001229
-25.34264566,-49.584691767,897.7935,45.812140205902814,53.4395,-0.0023,-7.627359794097188,-7.625059794097188,0.0022999999999999687
-25.339879495,-49.580592435,858.6493,41.322988046405364,53.4557,-0.0026,-12.132711953594637,-12.130111953594637,0.0025999999999992696
-25.338441621,-49.586500653,892.4673,45.172451432408145,53.3758,-0.0016,-8.203348567591853,-8.201748567591853,0.0015999999999998238
-25.336063414,-49.591044496,905.8349,46.13171063746578,53.2981,-0.0012,-7.166389362534218,-7.1651893625342185,0.0011999999999998678
-25.331844272,-49.593141301,883.3012,43.072720484014944,53.2309,-0.0017,-10.158179515985054,-10.156479515985055,0.0016999999999995907
-25.327730977,-49.595340344,871.9115,41.90916647038822,53.1637,-0.0017,-11.254533529611777,-11.252833529611777,0.0016999999999995907
-25.323221502,-49.593741106,891.8921,43.97633979636128,53.1393,-0.0024,-9.162960203638718,-9.160560203638719,0.0023999999999997357
-25.318796944,-49.594655144,850.5391,40.09670485940112,53.0854,-0.0026,-12.988695140598878,-12.986095140598879,0.0025999999999992696
-25.342861991,-49.590899536,866.9574,42.305225166494935,53.3674,-0.0009,-11.062174833505068,-11.061274833505069,0.0008999999999996788
-25.343725757,-49.596535299,820.6131,36.757479741615754,53.3023,-0.0009,-16.54482025838425,-16.543920258384247,0.0009000000000014552
-25.344131508,-49.601547554,864.1146,42.13472772026986,53.2359,-0.0013,-11.101172279730143,-11.099872279730143,0.001300000000000523
-25.334832992,-49.565688794,892.6398,44.21775375150957,53.5356,-0.0017,-9.317846248490433,-9.316146248490433,0.0016999999999995907
-25.331426792,-49.569183686,904.8547,44.3212326931697,53.4699,-0.0018,-9.148667306830305,-9.146867306830305,0.0017999999999993577
-25.32918107,-49.560978339,961.1947,50.01163873641086,53.5038,-0.0018,-3.4921612635891393,-3.4903612635891395,0.0017999999999998018
-25.327730131,-49.565864086,911.5782,44.232132698380234,53.4536,-0.0013,-9.221467301619768,-9.220167301619767,0.001300000000000523
-25.3251312,-49.563255005,937.7765,46.53496171911348,53.442,-0.0024,-6.907038280886518,-6.904638280886518,0.0023999999999997357
-25.326008063,-49.569630889,879.5144,40.50841432359283,53.4058,-0.0024,-12.897385676407168,-12.894985676407169,0.0023999999999997357
-25.321968664,-49.567285682,876.0618,39.328798358135124,53.378,-0.002,-14.049201641864876,-14.047201641864875,0.002000000000000668
-25.320103632,-49.571308404,836.5397,35.49215654747737,53.3271,-0.002,-17.83494345252263,-17.83294345252263,0.0019999999999988916
-25.322746152,-49.55403955,918.101,44.73497738255852,53.4671,-0.0029,-8.732122617441483,-8.729222617441483,0.0029000000000003467
-25.319960911,-49.557803704,911.7299,43.570526856701825,53.4146,-0.0023,-9.844073143298175,-9.841773143298175,0.0022999999999999687
-25.316069137,-49.560792515,948.948,46.7431642721774,53.3523,-0.0018,-6.609135727822597,-6.607335727822597,0.0018000000000002458
-25.313452779,-49.56518576,919.5606,44.07249081648444,53.2956,-0.0011,-9.223109183515561,-9.222009183515562,0.0010999999999992127
-25.308805881,-49.566294695,870.5043,39.31404716265968,53.2359,-0.0009,-13.921852837340317,-13.920952837340318,0.0008999999999996788
-25.305074145,-49.570397407,829.2628,37.02864969945323,53.1673,-0.0015,-16.138650300546765,-16.137150300546764,0.0015000000000000568
-25.312405486,-49.570121056,930.0348,45.07357176497898,53.2505,-0.0026,-8.176928235021023,-8.174328235021024,0.0025999999999992696
-25.30979602,-49.571948431,988.0034,51.406938269230416,53.2085,-0.0011,-1.8015617307695848,-1.8004617307695847,0.001100000000000101
-25.315232664,-49.557259085,954.304,48.18934810770572,53.3615,-0.0026,-5.172151892294281,-5.1695518922942805,0.0026000000000001577
-25.313511053,-49.552248736,974.7683,49.96596631702931,53.3639,-0.0027,-3.397933682970688,-3.395233682970688,0.0026999999999999247
-25.316347061,-49.548204128,965.9173,49.28572088143941,53.4139,-0.0027,-4.128179118560588,-4.125479118560588,0.0026999999999999247
-25.319658695,-49.54491693,911.2102,43.99885833210274,53.4659,-0.0025,-9.467041667897256,-9.464541667897256,0.0024999999999995026
-25.321156946,-49.548120412,942.8707,47.52443524180218,53.4734,-0.0012,-5.948964758197818,-5.947764758197818,0.0011999999999998678
-25.309254695,-49.553613351,949.8438,47.18013803534993,53.307,-0.0024,-6.126861964650075,-6.1244619646500755,0.0023999999999997357
-25.306624498,-49.557886816,926.9965,44.6130750693336,53.2569,-0.0015,-8.643824930666405,-8.642324930666405,0.0015000000000000568
-25.301962546,-49.555937644,898.6651,41.60758936417577,53.2105,-0.0015,-11.60291063582423,-11.60141063582423,0.0015000000000000568
-25.298115986,-49.558061794,849.4244,36.405354100199396,53.1564,-0.0015,-16.7510458998006,-16.7495458998006,0.0015000000000000568
-25.303199254,-49.561433295,934.2332,45.669341798281586,53.1996,-0.0025,-7.530258201718411,-7.52775820171841,0.002500000000000391
-25.29894191,-49.56412657,970.1411,50.191322495317394,53.1366,-0.0011,-2.9452775046826076,-2.9441775046826075,0.001100000000000101
-25.298718018,-49.560940278,924.184,44.19220850861463,53.1503,-0.0011,-8.958091491385375,-8.956991491385375,0.0010999999999992127
-25.296065023,-49.56803749,921.2889,44.9180175093972,53.0823,-0.0014,-8.164282490602794,-8.162882490602794,0.00140000000000029
-25.291416052,-49.567343843,796.0678,33.127124623745324,53.0345,-0.0027,-19.907375376254677,-19.904675376254676,0.002700000000000813
-25.286962418,-49.563310056,791.8351,32.031258291816826,53.0048,-0.0012,-20.973541708183177,-20.972341708183176,0.001200000000000756
-25.308234062,-49.561280038,862.1789,38.023438632823606,53.2586,-0.0014,-15.235161367176396,-15.233761367176395,0.00140000000000029
-25.281812636,-49.563763055,749.1122,29.57951877795003,52.9448,-0.0012,-23.36528122204997,-23.36408122204997,0.001200000000000756
-25.28431198,-49.568075379,780.6548,32.29252326360311,52.952,-0.001,-20.65947673639689,-20.65847673639689,0.0010000000000012221
-25.287865148,-49.57196363,819.9524,36.87837760317177,52.9689,-0.0012,-16.090522396828227,-16.089322396828226,0.001200000000000756
-25.289375309,-49.576754562,835.9187,37.99688533100786,52.9539,-0.0013,-14.957014668992137,-14.955714668992137,0.001300000000000523
-25.30734117,-49.535897655,884.5761,41.63198795960323,53.3278,-0.0026,-11.695812040396774,-11.693212040396775,0.0025999999999992696
-25.303641711,-49.538956698,900.9148,42.94298980595122,53.277,-0.0009,-10.33401019404878,-10.33311019404878,0.0008999999999996788
-25.299967277,-49.542390571,887.2583,40.82576368291941,53.2255,-0.0003,-12.399736317080588,-12.399436317080589,0.0002999999999993008
-25.299761675,-49.536022248,864.7035,38.815631829415054,53.2301,-0.0013,-14.414468170584946,-14.413168170584946,0.001300000000000523
-25.295070306,-49.535393215,824.0999,35.59477782625787,53.17,-0.0018,-17.575222173742134,-17.573422173742134,0.0017999999999993577
