-23.5000	-53.5000
-23.5500	-53.5000
-23.6000	-53.5000
-23.6500	-53.5000
-23.7000	-53.5000
-23.7500	-53.5000
-23.8000	-53.5000
-23.8500	-53.5000
-23.9000	-53.5000
-23.9500	-53.5000
-24.0000	-53.5000
-24.0500	-53.5000
-24.1000	-53.5000
-24.1500	-53.5000
-24.2000	-53.5000
-24.2500	-53.5000
-24.3000	-53.5000
-24.3500	-53.5000
-24.4000	-53.5000
-24.4500	-53.5000
-24.5000	-53.5000
-24.5500	-53.5000
-24.6000	-53.5000
-24.6500	-53.5000
-24.7000	-53.5000
-24.7500	-53.5000
-24.8000	-53.5000
-24.8500	-53.5000
-24.9000	-53.5000
-24.9500	-53.5000
-25.0000	-53.5000
-25.0500	-53.5000
-25.1000	-53.5000
-25.1500	-53.5000
-25.2000	-53.5000
-25.2500	-53.5000
-25.3000	-53.5000
-25.3500	-53.5000
-25.4000	-53.5000
-25.4500	-53.5000
-25.5000	-53.5000
-25.5500	-53.5000
-25.6000	-53.5000
-25.6500	-53.5000
-25.7000	-53.5000
-25.7500	-53.5000
-25.8000	-53.5000
-25.8500	-53.5000
-25.9000	-53.5000
-25.9500	-53.5000
-26.0000	-53.5000
-26.0500	-53.5000
-26.1000	-53.5000
-26.1500	-53.5000
-26.2000	-53.5000
-26.2500	-53.5000
-26.3000	-53.5000
-26.3500	-53.5000
-26.4000	-53.5000
-26.4500	-53.5000
-26.5000	-53.5000
-23.5000	-53.4500
-23.5500	-53.4500
-23.6000	-53.4500
-23.6500	-53.4500
-23.7000	-53.4500
-23.7500	-53.4500
-23.8000	-53.4500
-23.8500	-53.4500
-23.9000	-53.4500
-23.9500	-53.4500
-24.0000	-53.4500
-24.0500	-53.4500
-24.1000	-53.4500
-24.1500	-53.4500
-24.2000	-53.4500
-24.2500	-53.4500
-24.3000	-53.4500
-24.3500	-53.4500
-24.4000	-53.4500
-24.4500	-53.4500
-24.5000	-53.4500
-24.5500	-53.4500
-24.6000	-53.4500
-24.6500	-53.4500
-24.7000	-53.4500
-24.7500	-53.4500
-24.8000	-53.4500
-24.8500	-53.4500
-24.9000	-53.4500
-24.9500	-53.4500
-25.0000	-53.4500
-25.0500	-53.4500
-25.1000	-53.4500
-25.1500	-53.4500
-25.2000	-53.4500
-25.2500	-53.4500
-25.3000	-53.4500
-25.3500	-53.4500
-25.4000	-53.4500
-25.4500	-53.4500
-25.5000	-53.4500
-25.5500	-53.4500
-25.6000	-53.4500
-25.6500	-53.4500
-25.7000	-53.4500
-25.7500	-53.4500
-25.8000	-53.4500
-25.8500	-53.4500
-25.9000	-53.4500
-25.9500	-53.4500
-26.0000	-53.4500
-26.0500	-53.4500
-26.1000	-53.4500
-26.1500	-53.4500
-26.2000	-53.4500
-26.2500	-53.4500
-26.3000	-53.4500
-26.3500	-53.4500
-26.4000	-53.4500
-26.4500	-53.4500
-26.5000	-53.4500
-23.5000	-53.4000
-23.5500	-53.4000
-23.6000	-53.4000
